# CSP Optical + NIR data for SN2008hv
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.013581	  RA = 09:07:34.08	 DEC = +03:23:32.10
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54838.29123	18.070	0.016	16.956	0.008	15.945	0.007	16.449	0.007	15.742	0.008	16.054	0.010	99.900	99.900	99.900	99.900	99.900	99.900
54839.18042	18.196	0.018	17.071	0.007	16.043	0.007	16.572	0.007	15.798	0.006	16.053	0.008	15.534	0.007	16.565	0.013	15.726	0.006
54840.23017	18.302	0.023	17.165	0.010	16.122	0.007	16.694	0.008	15.859	0.007	16.050	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54841.23294	18.424	0.030	17.293	0.012	16.203	0.009	16.800	0.009	15.924	0.008	16.076	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54842.34796	18.498	0.035	17.387	0.011	16.303	0.006	16.906	0.007	16.014	0.005	16.131	0.006	99.900	99.900	99.900	99.900	99.900	99.900
54844.27229	18.563	0.034	17.526	0.017	16.458	0.009	17.063	0.011	16.162	0.008	16.265	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54849.27164	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.706	0.010	16.939	0.018	16.301	0.025
54854.26890	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.036	0.009	17.441	0.026	16.635	0.031
54856.24627	19.094	0.027	18.036	0.011	17.047	0.011	17.574	0.010	16.826	0.010	17.050	0.013	99.900	99.900	99.900	99.900	99.900	99.900
54867.20131	19.363	0.035	18.272	0.011	17.355	0.010	17.819	0.009	17.239	0.008	17.520	0.015	99.900	99.900	99.900	99.900	99.900	99.900
54868.14927	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.913	0.014	18.431	0.080	17.246	0.034
54870.16538	19.409	0.073	18.316	0.022	17.469	0.009	17.912	0.014	17.353	0.010	17.656	0.015	99.900	99.900	99.900	99.900	99.900	99.900
54874.12874	19.446	0.064	18.381	0.018	17.579	0.012	17.942	0.012	17.466	0.009	17.816	0.015	99.900	99.900	99.900	99.900	99.900	99.900
54875.13572	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.276	0.016	18.971	0.111	17.556	0.050
54878.13951	19.587	0.033	18.454	0.013	17.670	0.011	18.010	0.010	17.601	0.014	17.966	0.022	99.900	99.900	99.900	99.900	99.900	99.900
54884.16258	19.739	0.033	18.548	0.011	17.804	0.011	18.104	0.014	17.783	0.017	18.152	0.024	99.900	99.900	99.900	99.900	99.900	99.900
54887.16014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.910	0.025	19.242	0.147	18.292	0.269
54889.16831	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.015	0.041	99.900	99.900	18.367	0.179
54895.07915	19.897	0.053	18.707	0.010	18.127	0.008	18.307	0.006	18.180	0.010	18.570	0.017	18.195	0.036	99.900	99.900	18.475	0.249
54899.11955	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.335	0.072	19.248	0.271	18.785	0.298
54912.19444	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.675	0.047	19.781	0.245	99.900	99.900
