# CSP Optical + NIR data for SN2005el
# Timestamp:  2011-10-25 15:53:05
# zcmb = 0.014885	  RA = 05:11:48.72	 DEC = +05:11:39.41
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
53670.34788	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.611	0.018	16.654	0.029	99.900	99.900	99.900	99.900
53671.32078	18.814	0.018	17.718	0.009	16.682	0.005	17.272	0.006	16.324	0.006	16.378	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53672.35086	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.579	0.009	16.636	0.036	99.900	99.900	99.900	99.900
53673.30714	18.955	0.021	17.865	0.009	16.830	0.008	17.438	0.007	16.486	0.008	16.509	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53675.32776	19.025	0.028	17.985	0.012	17.001	0.010	17.570	0.009	16.636	0.010	16.679	0.012	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53676.36216	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.774	0.011	17.010	0.053	99.900	99.900	99.900	99.900
53677.36027	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.183	0.031	16.392	0.106	99.900	99.900
53679.29559	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.969	0.010	17.467	0.095	99.900	99.900	99.900	99.900
53680.30540	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.043	0.009	17.404	0.053	16.640	0.055	99.900	99.900
53681.31701	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.125	0.005	17.462	0.013	16.587	0.016	16.646	0.032
53682.31219	19.310	0.049	18.307	0.020	17.344	0.017	17.880	0.016	17.071	0.013	17.165	0.012	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53683.30220	19.333	0.034	18.355	0.011	17.396	0.008	17.919	0.009	17.110	0.007	17.207	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53686.34134	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.432	0.014	99.900	99.900	16.839	0.050	99.900	99.900
53687.26951	19.459	0.050	18.451	0.024	17.526	0.013	18.031	0.012	17.297	0.011	17.402	0.012	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53688.33413	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.526	0.028	18.231	0.091	99.900	99.900	99.900	99.900
53689.29744	19.393	0.078	18.486	0.032	17.578	0.016	18.084	0.016	17.341	0.013	17.499	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53690.31944	19.547	0.136	18.569	0.042	17.612	0.017	18.104	0.028	17.392	0.013	17.570	0.015	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53694.31434	19.648	0.057	18.611	0.027	17.744	0.016	18.193	0.014	17.547	0.013	17.744	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53697.28645	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.084	0.045	18.909	0.155	17.490	0.110	99.900	99.900
53698.26010	19.709	0.038	18.681	0.022	17.857	0.010	18.266	0.011	17.677	0.009	17.899	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53699.25381	19.737	0.037	18.696	0.018	17.869	0.011	18.289	0.010	17.716	0.011	17.940	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53701.25722	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.331	0.031	18.976	0.166	99.900	99.900	99.900	99.900
53702.24843	19.746	0.034	18.798	0.018	17.957	0.011	18.339	0.010	17.834	0.011	18.069	0.013	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53710.27471	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.802	0.033	19.789	0.402	18.426	0.350	99.900	99.900
53712.22774	20.104	0.041	18.921	0.020	18.250	0.013	18.555	0.011	18.188	0.012	18.487	0.015	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53715.18554	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.032	0.033	19.785	0.461	18.494	0.196	99.900	99.900
53721.20316	20.159	0.128	19.086	0.056	18.475	0.030	18.653	0.022	18.490	0.022	18.843	0.031	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53730.24008	20.381	0.076	19.213	0.025	18.755	0.019	18.870	0.016	18.812	0.017	19.154	0.029	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
