# CSP Optical + NIR data for SN2005iq
# Timestamp:  2011-10-25 15:53:04
# zcmb = 0.032929	  RA = 23:58:32.40	 DEC = -18:42:33.12
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
53696.09263	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.042	0.034	18.523	0.109	18.030	0.166	99.900	99.900
53698.06705	18.518	0.030	17.562	0.009	17.263	0.009	17.304	0.006	17.371	0.008	18.170	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53699.09681	18.751	0.032	17.664	0.010	17.330	0.009	17.414	0.008	17.437	0.008	18.242	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53700.13750	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.148	0.046	18.943	0.220	18.054	0.191	99.900	99.900
53702.10265	19.163	0.042	18.045	0.012	17.537	0.011	17.742	0.009	17.590	0.009	18.313	0.013	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53705.11553	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.868	0.034	18.841	0.199	18.256	0.258	99.900	99.900
53706.12631	19.658	0.063	18.583	0.017	17.806	0.011	18.193	0.010	17.666	0.009	18.196	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53710.05002	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.627	0.043	18.669	0.133	17.900	0.097	99.900	99.900
53715.09148	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.404	0.033	18.688	0.114	17.902	0.130	99.900	99.900
53716.10135	99.900	99.900	19.370	0.078	18.517	0.027	19.102	0.043	18.071	0.018	18.145	0.021	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53718.06461	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.468	0.022	99.900	99.900	18.207	0.182	99.900	99.900
53721.06836	20.740	0.195	19.713	0.058	18.851	0.033	19.452	0.031	18.477	0.016	18.559	0.023	99.900	99.900	18.724	0.059	18.221	0.060	18.011	0.099
53726.08740	20.639	0.171	19.945	0.049	19.105	0.028	19.597	0.023	18.684	0.014	18.918	0.027	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53730.07961	21.112	0.208	20.141	0.031	19.236	0.021	19.763	0.027	18.881	0.018	19.150	0.030	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53732.08012	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.323	0.044	19.647	0.429	99.900	99.900	99.900	99.900
53738.03101	21.618	0.253	20.328	0.047	19.422	0.022	19.858	0.076	19.159	0.028	19.458	0.033	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53746.03825	99.900	99.900	20.357	0.116	19.670	0.054	20.066	0.065	19.425	0.031	19.720	0.054	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53750.04080	99.900	99.900	99.900	99.900	19.684	0.092	20.173	0.115	19.520	0.064	19.941	0.087	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53755.03675	99.900	99.900	20.547	0.060	19.863	0.051	20.213	0.080	19.706	0.046	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
