# CSP Optical + NIR data for SN2008bc
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.015707	  RA = 09:38:31.20	 DEC = -63:58:25.68
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54553.14195	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.132	0.007	16.192	0.017
54554.18959	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.230	0.008	16.252	0.018
54558.04675	16.923	0.009	16.004	0.006	15.685	0.006	15.786	0.007	15.663	0.009	16.357	0.012	99.900	99.900	99.900	99.900	99.900	99.900
54559.12201	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.752	0.012	16.885	0.030	16.454	0.028
54560.09873	17.138	0.013	16.148	0.006	15.796	0.008	15.909	0.007	15.829	0.009	16.549	0.012	99.900	99.900	99.900	99.900	99.900	99.900
54562.09973	17.394	0.013	16.332	0.006	15.913	0.009	16.054	0.008	15.974	0.010	16.714	0.012	99.900	99.900	99.900	99.900	99.900	99.900
54564.09826	17.633	0.016	16.534	0.005	16.045	0.005	16.212	0.005	16.111	0.007	16.860	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54566.11756	17.897	0.016	16.756	0.007	16.160	0.009	16.384	0.006	16.188	0.008	16.888	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54568.09219	18.171	0.016	16.966	0.007	16.251	0.007	16.539	0.007	16.224	0.008	16.852	0.011	99.900	99.900	99.900	99.900	99.900	99.900
54569.20866	18.276	0.020	17.079	0.006	16.303	0.006	16.636	0.004	16.246	0.005	16.814	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54570.04069	18.381	0.024	17.162	0.007	99.900	99.900	16.702	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54571.02038	18.502	0.027	17.255	0.009	16.390	0.008	16.787	0.008	16.257	0.009	16.756	0.011	99.900	99.900	99.900	99.900	99.900	99.900
54573.04883	18.670	0.036	17.457	0.009	16.482	0.006	16.961	0.006	16.267	0.005	16.690	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54574.11927	18.807	0.058	17.552	0.012	16.546	0.007	17.060	0.006	16.296	0.006	16.677	0.008	99.900	99.900	99.900	99.900	99.900	99.900
54575.09126	18.979	0.052	17.681	0.011	16.601	0.011	17.130	0.009	16.282	0.010	16.615	0.014	99.900	99.900	99.900	99.900	99.900	99.900
54576.04778	19.099	0.069	17.754	0.014	16.645	0.008	17.231	0.009	16.320	0.008	16.611	0.011	99.900	99.900	99.900	99.900	99.900	99.900
54581.13216	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.713	0.008	16.802	0.019	16.020	0.028
54582.06776	19.470	0.035	18.212	0.009	17.009	0.007	17.707	0.006	16.565	0.006	16.635	0.008	99.900	99.900	99.900	99.900	99.900	99.900
54585.07148	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.729	0.007	16.808	0.020	16.249	0.027
54589.05373	19.775	0.055	18.537	0.012	17.436	0.008	18.085	0.009	17.024	0.007	17.105	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54590.10984	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.023	0.010	17.302	0.034	16.473	0.034
54592.02443	19.888	0.041	18.639	0.013	17.542	0.009	18.177	0.009	17.149	0.008	17.280	0.011	99.900	99.900	99.900	99.900	99.900	99.900
54595.13681	19.909	0.054	18.735	0.013	17.685	0.007	18.257	0.007	17.286	0.009	17.443	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54596.19633	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.388	0.034	17.946	0.114	99.900	99.900
54605.98527	20.582	0.302	18.937	0.110	17.954	0.014	18.420	0.036	17.678	0.067	17.890	0.015	99.900	99.900	99.900	99.900	99.900	99.900
54607.07526	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.554	0.017	17.337	0.021
54617.99654	20.403	0.126	19.055	0.016	18.295	0.012	18.670	0.013	18.047	0.013	18.411	0.022	99.900	99.900	99.900	99.900	99.900	99.900
54625.01590	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.861	0.033	19.145	0.165	17.904	0.162
54625.97257	99.900	99.900	19.185	0.019	18.465	0.012	18.800	0.016	18.314	0.016	18.613	0.022	99.900	99.900	99.900	99.900	99.900	99.900
54643.94839	20.767	0.173	19.435	0.024	18.910	0.020	19.125	0.053	18.855	0.031	19.172	0.049	99.900	99.900	99.900	99.900	99.900	99.900
54645.94565	20.835	0.129	19.469	0.020	18.897	0.018	19.091	0.042	18.833	0.025	19.204	0.033	99.900	99.900	99.900	99.900	99.900	99.900
