# CSP Optical + NIR data for SN2007S
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.015024	  RA = 10:00:31.20	 DEC = +04:24:26.21
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
54154.14111	17.447	0.012	16.339	0.007	15.725	0.007	16.007	0.007	15.581	0.007	16.184	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54156.15927	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.362	0.015	16.736	0.024	15.930	0.018	99.900	99.900
54158.19082	17.984	0.017	16.676	0.008	15.957	0.007	16.285	0.007	15.846	0.008	16.461	0.010	99.900	99.900	16.976	0.010	15.995	0.047	15.601	0.011
54160.15667	18.288	0.030	16.870	0.009	16.082	0.007	16.442	0.006	15.945	0.005	16.510	0.007	16.101	0.020	17.006	0.011	15.968	0.026	15.589	0.034
54161.16072	18.353	0.041	16.985	0.010	16.128	0.007	16.513	0.007	15.980	0.006	16.491	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54164.17825	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.008	0.025	16.908	0.052	15.793	0.021	99.900	99.900
54165.20584	18.824	0.069	17.375	0.012	16.328	0.008	16.837	0.008	16.052	0.008	16.441	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54166.14780	18.969	0.063	17.450	0.037	16.369	0.008	16.908	0.011	16.063	0.005	16.428	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54169.17458	19.273	0.036	17.707	0.011	16.516	0.009	17.152	0.008	16.107	0.007	16.371	0.009	99.900	99.900	16.812	0.014	15.733	0.011	15.541	0.010
54171.22936	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.767	0.010	15.712	0.011	15.540	0.011
54174.23082	19.794	0.096	18.071	0.013	16.745	0.006	17.512	0.007	16.200	0.006	16.311	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54175.13954	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.485	0.010	16.534	0.058	15.642	0.018	99.900	99.900
54184.11974	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.562	0.025	15.925	0.022	99.900	99.900
54185.17450	20.099	0.101	18.686	0.017	17.380	0.009	18.160	0.010	16.820	0.009	16.807	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54191.16375	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.942	0.017	17.216	0.159	16.314	0.037	99.900	99.900
54194.11392	20.391	0.236	18.858	0.032	17.676	0.014	18.377	0.015	17.183	0.008	17.243	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54199.09091	20.309	0.100	18.931	0.019	17.798	0.016	18.474	0.013	17.342	0.012	17.463	0.015	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54203.19049	99.900	99.900	19.028	0.016	17.904	0.012	18.539	0.009	17.460	0.009	17.629	0.012	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54213.11163	20.582	0.090	19.140	0.018	18.156	0.014	18.665	0.009	17.758	0.010	17.973	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54223.03448	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.207	0.070	17.739	0.045	17.395	0.087
54224.05379	20.766	0.416	99.900	99.900	99.900	99.900	18.871	0.091	18.095	0.016	18.332	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54244.97708	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	20.345	0.366	20.020	0.262	18.750	0.088	18.233	0.092
54246.02938	21.266	0.444	19.445	0.080	18.888	0.032	19.185	0.031	18.719	0.026	18.990	0.035	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
