# CSP Optical + NIR data for SN2007ba
# Timestamp:  2011-10-25 15:53:10
# zcmb = 0.039055	  RA = 15:16:42.72	 DEC = +07:23:47.80
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
54221.31272	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.879	0.034	18.870	0.066	18.256	0.172	23.103	0.251
54224.23214	99.900	99.900	20.765	0.261	19.489	0.082	20.206	0.081	19.012	0.046	18.790	0.045	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54227.28349	99.900	99.900	20.706	0.115	19.775	0.050	20.422	0.082	19.005	0.047	18.929	0.061	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54228.28794	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.394	0.045	19.810	0.457	99.900	99.900	99.900	99.900
54229.28043	99.900	99.900	20.800	0.112	19.797	0.046	20.339	0.060	19.054	0.055	18.931	0.072	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54232.22393	99.900	99.900	20.905	0.069	19.861	0.036	20.386	0.035	19.181	0.059	19.136	0.076	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54234.24129	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.802	0.084	99.900	99.900	99.900	99.900	99.900	99.900
54235.19447	99.900	99.900	20.928	0.054	19.994	0.032	20.585	0.030	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54238.23678	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.960	0.097	99.900	99.900	99.900	99.900	99.900	99.900
54243.22663	99.900	99.900	21.174	0.095	20.270	0.049	20.724	0.043	19.253	0.082	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54244.25223	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.076	0.136	99.900	99.900	99.900	99.900	99.900	99.900
54245.27201	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.246	0.038	20.718	0.195	19.218	0.220	99.900	99.900
54246.19065	99.900	99.900	21.168	0.168	20.429	0.083	20.890	0.094	19.612	0.072	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54247.22392	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.204	0.157	99.900	99.900	99.900	99.900	99.900	99.900
54254.24772	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.590	0.133	99.900	99.900	19.253	0.314	99.900	99.900
54255.10205	99.900	99.900	21.009	0.231	20.606	0.137	20.833	0.118	19.641	0.097	19.506	0.129	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54257.26329	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.387	0.290	99.900	99.900	99.900	99.900	99.900	99.900
