# CSP Optical + NIR data for SN2006kf
# Timestamp:  2011-10-25 15:53:05
# zcmb = 0.020799	  RA = 03:41:50.47	 DEC = +08:09:24.98
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
54049.25752	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.293	0.008	17.730	0.028	99.900	99.900	21.712	0.096
54052.26575	19.041	0.044	17.819	0.009	17.080	0.007	17.403	0.007	17.020	0.008	17.564	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54053.21817	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.127	0.018	18.040	0.090	17.099	0.064	99.900	99.900
54056.20111	19.758	0.083	18.412	0.010	17.413	0.008	17.903	0.008	17.154	0.006	17.444	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54057.19315	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.867	0.019	17.796	0.082	16.797	0.059	99.900	99.900
54060.17436	20.257	0.079	18.914	0.014	17.721	0.009	18.417	0.009	17.294	0.009	17.394	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54065.20214	20.805	0.118	19.416	0.023	18.175	0.012	18.921	0.012	17.689	0.010	17.574	0.013	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54066.27411	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.575	0.005	17.507	0.028	99.900	99.900	99.900	99.900
54068.20135	20.870	0.126	19.602	0.041	18.401	0.017	19.157	0.016	17.966	0.011	17.861	0.013	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54069.19648	20.878	0.158	19.619	0.035	18.491	0.017	19.234	0.026	18.046	0.012	17.964	0.012	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54070.21493	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.590	0.214	17.803	0.084	17.357	0.152	99.900	99.900
54074.20429	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.125	0.021	18.620	0.226	17.588	0.160	99.900	99.900
54075.19124	99.900	99.900	19.770	0.092	18.775	0.033	19.444	0.045	18.360	0.015	18.338	0.020	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54078.15035	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.367	0.022	18.755	0.132	17.836	0.133	99.900	99.900
54080.20086	21.315	0.249	20.115	0.054	18.919	0.023	19.548	0.030	18.582	0.016	18.624	0.022	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54083.18426	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.639	0.046	18.906	0.347	18.015	0.296	99.900	99.900
54084.13564	21.483	0.289	20.155	0.039	19.019	0.017	19.711	0.019	18.741	0.014	18.774	0.019	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54087.15745	99.900	99.900	20.233	0.038	19.133	0.017	19.782	0.018	18.841	0.013	18.938	0.020	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54091.17336	99.900	99.900	20.194	0.040	19.248	0.022	19.869	0.026	18.992	0.018	19.117	0.024	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54096.11748	99.900	99.900	20.311	0.072	19.378	0.032	20.006	0.048	19.146	0.026	19.365	0.036	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54100.10822	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.520	0.075	99.900	99.900	99.900	99.900	99.900	99.900
54102.12904	99.900	99.900	20.223	0.150	19.553	0.098	20.154	0.106	19.403	0.072	19.480	0.086	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54111.15926	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.199	0.164	99.900	99.900	99.900	99.900	99.900	99.900
54119.09634	99.900	99.900	20.868	0.049	19.982	0.028	20.365	0.021	19.945	0.026	20.242	0.050	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54123.15767	99.900	99.900	99.900	99.900	99.900	99.900	20.461	0.022	20.090	0.040	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54124.11534	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.351	0.106	99.900	99.900	99.900	99.900	99.900	99.900
54127.12740	99.900	99.900	21.136	0.176	20.254	0.060	99.900	99.900	20.378	0.067	20.439	0.110	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
