# CSP Optical + NIR data for SN2005ke
# Timestamp:  2011-10-25 15:53:04
# zcmb = 0.004483	  RA = 03:35:4.34	 DEC = -24:56:38.76
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
53710.22637	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.116	0.014	14.642	0.013	14.136	0.013	99.900	99.900
53712.20721	18.061	0.025	16.568	0.011	15.174	0.008	15.971	0.006	14.719	0.005	14.698	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53713.17412	18.121	0.027	16.631	0.013	15.268	0.007	16.064	0.006	14.809	0.006	14.773	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53714.14316	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.201	0.014	14.896	0.012	14.355	0.011	99.900	99.900
53715.14707	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.223	0.011	14.932	0.019	14.398	0.013	99.900	99.900
53716.15477	18.233	0.034	16.838	0.008	15.505	0.006	16.284	0.006	15.047	0.005	14.979	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53717.14826	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.278	0.010	15.062	0.018	14.540	0.008	99.900	99.900
53718.19655	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.314	0.011	15.106	0.011	14.640	0.008	99.900	99.900
53720.17648	18.367	0.038	17.028	0.012	15.794	0.010	16.506	0.008	15.410	0.008	15.333	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53721.13244	18.435	0.037	17.087	0.011	15.857	0.010	16.554	0.007	15.491	0.006	15.427	0.007	14.497	0.014	15.451	0.006	14.933	0.005	15.149	0.013
53724.10520	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.719	0.034	15.788	0.052	15.168	0.018	99.900	99.900
53725.21565	18.500	0.034	17.228	0.011	16.084	0.008	16.737	0.006	15.771	0.006	15.727	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53727.20847	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.929	0.016	99.900	99.900	99.900	99.900	99.900	99.900
53730.21307	18.659	0.035	17.369	0.011	16.310	0.009	16.896	0.006	16.054	0.007	16.015	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53731.16624	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.175	0.029	16.575	0.021	15.607	0.016	99.900	99.900
53736.16752	18.832	0.041	17.516	0.014	16.519	0.009	17.050	0.009	16.345	0.007	16.308	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53737.16767	18.863	0.041	17.551	0.013	16.552	0.009	17.069	0.008	16.389	0.008	16.356	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53741.13992	19.019	0.053	17.630	0.010	16.700	0.008	17.178	0.007	16.580	0.007	16.536	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53743.10591	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.838	0.006	17.560	0.013	16.304	0.008	99.900	99.900
53746.16714	19.206	0.055	17.744	0.017	16.852	0.010	17.297	0.010	16.792	0.008	16.741	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53750.10468	19.152	0.062	17.816	0.016	16.961	0.010	17.372	0.011	16.964	0.009	16.901	0.009	16.192	0.005	18.116	0.017	16.666	0.029	16.921	0.035
53753.07108	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.265	0.013	18.546	0.205	16.701	0.069	17.087	0.203
53755.09460	19.378	0.051	17.930	0.015	17.101	0.009	17.485	0.008	17.204	0.009	17.091	0.009	16.314	0.014	99.900	99.900	16.785	0.077	17.189	0.220
53756.13774	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.471	0.006	18.524	0.061	16.960	0.029	17.379	0.059
53757.10414	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.417	0.016	18.452	0.161	16.958	0.098	17.075	0.202
53761.18781	19.623	0.081	18.083	0.015	17.297	0.010	17.623	0.009	17.470	0.009	17.308	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53763.07936	19.719	0.062	18.096	0.016	17.354	0.013	17.662	0.013	17.545	0.012	17.353	0.013	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53764.09666	19.735	0.081	18.111	0.015	17.393	0.012	17.696	0.011	17.591	0.013	17.394	0.012	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53765.07773	19.793	0.058	18.138	0.020	17.427	0.015	17.716	0.010	17.637	0.013	17.417	0.015	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53767.04201	99.900	99.900	18.174	0.012	17.470	0.009	17.751	0.009	17.740	0.009	17.468	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53771.06299	19.937	0.073	18.249	0.016	17.587	0.012	17.811	0.011	17.895	0.013	17.585	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53773.06804	20.118	0.094	18.279	0.016	17.646	0.015	17.872	0.013	17.994	0.015	17.652	0.016	17.119	0.010	19.404	0.066	17.727	0.034	99.900	99.900
53774.91269	20.175	0.128	18.331	0.021	17.705	0.015	17.961	0.013	18.061	0.015	17.694	0.013	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53776.07141	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.182	0.041	19.168	0.174	17.860	0.103	99.900	99.900
53778.05620	20.305	0.158	18.370	0.024	17.790	0.018	18.003	0.016	18.194	0.016	17.766	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53784.01455	20.236	0.076	18.507	0.016	17.951	0.015	18.102	0.012	18.451	0.018	17.956	0.015	17.416	0.045	19.706	0.123	18.253	0.081	18.608	0.157
53786.01684	20.453	0.107	18.532	0.023	18.056	0.016	18.177	0.014	18.514	0.017	17.984	0.018	17.529	0.010	19.660	0.084	18.226	0.056	99.900	99.900
53789.01486	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.537	0.024	19.442	0.184	18.002	0.289	99.900	99.900
53798.03147	20.819	0.135	18.804	0.023	18.350	0.020	18.438	0.016	18.968	0.019	18.269	0.019	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53804.05899	99.900	99.900	18.859	0.029	18.489	0.025	18.574	0.028	19.243	0.056	18.390	0.027	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53809.03470	99.900	99.900	19.043	0.082	18.637	0.049	18.724	0.038	19.369	0.048	18.504	0.029	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53818.99323	21.253	0.198	19.140	0.025	18.961	0.028	18.888	0.020	19.745	0.039	18.688	0.027	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53966.32461	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	23.027	0.182	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53967.37067	22.410	0.194	21.375	0.072	21.928	0.074	21.593	0.051	99.900	99.900	21.587	0.053	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
