# CSP Optical + NIR data for SN2006is
# Timestamp:  2011-10-25 15:53:05
# zcmb = 0.031421	  RA = 05:17:34.37	 DEC = -23:46:54.12
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54092.20972	20.989	0.119	19.735	0.030	19.301	0.021	19.437	0.014	19.132	0.014	19.756	0.028	99.900	99.900	99.900	99.900	99.900	99.900
54096.20478	99.900	99.900	19.876	0.026	19.399	0.019	19.513	0.014	19.247	0.014	19.942	0.041	99.900	99.900	99.900	99.900	99.900	99.900
54099.20410	21.081	0.130	19.843	0.029	19.437	0.037	19.514	0.020	19.322	0.019	19.917	0.044	99.900	99.900	99.900	99.900	99.900	99.900
54102.16113	99.900	99.900	19.908	0.084	19.407	0.064	19.570	0.052	19.402	0.049	20.118	0.129	99.900	99.900	99.900	99.900	99.900	99.900
54106.17833	99.900	99.900	19.981	0.038	19.536	0.035	19.657	0.022	19.563	0.024	20.136	0.057	99.900	99.900	99.900	99.900	99.900	99.900
54108.23998	99.900	99.900	20.038	0.033	19.626	0.025	19.680	0.017	19.575	0.019	20.165	0.040	99.900	99.900	99.900	99.900	99.900	99.900
54118.20079	99.900	99.900	20.221	0.031	19.784	0.025	19.867	0.013	19.853	0.020	20.484	0.055	99.900	99.900	99.900	99.900	99.900	99.900
54121.17728	99.900	99.900	20.290	0.022	19.813	0.020	19.895	0.013	19.925	0.017	20.539	0.058	99.900	99.900	99.900	99.900	99.900	99.900
54123.19138	99.900	99.900	20.315	0.021	19.845	0.019	19.946	0.023	20.007	0.019	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54125.14464	99.900	99.900	20.332	0.037	19.895	0.029	19.952	0.012	20.047	0.018	20.636	0.057	99.900	99.900	99.900	99.900	99.900	99.900
