# CSP Optical + NIR data for SN2005ki
# Timestamp:  2011-10-25 15:53:04
# zcmb = 0.020370	  RA = 10:40:28.32	 DEC = +09:12:8.39
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
53754.24105	99.900	99.900	99.900	99.900	99.900	99.900	18.647	0.020	18.028	0.015	18.278	0.019	99.900	99.900	99.900	99.900	99.900	99.900
53756.30512	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.745	0.018	19.461	0.088	18.053	0.047
53761.26295	20.384	0.065	19.141	0.016	18.434	0.014	18.801	0.012	18.252	0.010	18.575	0.016	99.900	99.900	99.900	99.900	99.900	99.900
53762.27098	20.377	0.059	19.205	0.017	18.445	0.012	18.816	0.013	18.308	0.012	18.621	0.018	99.900	99.900	99.900	99.900	99.900	99.900
53763.26672	20.135	0.108	19.184	0.025	18.467	0.019	18.824	0.014	18.326	0.012	18.601	0.030	99.900	99.900	99.900	99.900	99.900	99.900
53764.27590	20.351	0.063	19.221	0.018	18.475	0.014	18.856	0.013	18.362	0.013	18.693	0.017	99.900	99.900	99.900	99.900	99.900	99.900
53765.26026	20.374	0.066	19.207	0.018	18.520	0.015	18.862	0.012	18.407	0.011	18.708	0.017	99.900	99.900	99.900	99.900	99.900	99.900
53771.23788	20.462	0.077	19.303	0.017	18.677	0.015	18.967	0.012	18.629	0.011	18.964	0.020	99.900	99.900	99.900	99.900	99.900	99.900
53772.32997	20.425	0.074	19.342	0.020	18.713	0.016	18.987	0.013	18.655	0.012	18.995	0.020	99.900	99.900	99.900	99.900	99.900	99.900
53774.23090	20.747	0.104	19.354	0.018	18.780	0.016	19.012	0.015	18.717	0.014	19.083	0.023	99.900	99.900	99.900	99.900	99.900	99.900
53775.10197	20.618	0.111	19.330	0.026	18.776	0.019	19.040	0.019	18.724	0.017	19.142	0.029	99.900	99.900	99.900	99.900	99.900	99.900
53778.24012	20.713	0.239	19.402	0.049	18.808	0.034	19.043	0.034	18.859	0.031	19.122	0.039	99.900	99.900	99.900	99.900	99.900	99.900
53783.18194	20.799	0.180	19.514	0.046	18.982	0.031	19.178	0.032	18.986	0.023	19.354	0.041	99.900	99.900	99.900	99.900	99.900	99.900
53784.24208	20.819	0.173	19.471	0.038	18.983	0.020	19.161	0.020	19.031	0.020	19.442	0.033	99.900	99.900	99.900	99.900	99.900	99.900
53790.20376	99.900	99.900	99.900	99.900	99.900	99.900	19.288	0.013	19.276	0.016	19.663	0.030	99.900	99.900	99.900	99.900	99.900	99.900
53795.22209	99.900	99.900	19.721	0.023	19.275	0.019	19.361	0.015	19.450	0.020	19.730	0.038	99.900	99.900	99.900	99.900	99.900	99.900
53798.22722	99.900	99.900	19.786	0.025	19.356	0.024	19.414	0.014	19.540	0.019	19.911	0.033	99.900	99.900	99.900	99.900	99.900	99.900
53804.23336	99.900	99.900	19.798	0.046	19.553	0.034	19.496	0.026	19.802	0.042	20.121	0.062	99.900	99.900	99.900	99.900	99.900	99.900
53805.15546	99.900	99.900	19.766	0.051	19.514	0.045	19.543	0.046	19.804	0.046	19.986	0.058	99.900	99.900	99.900	99.900	99.900	99.900
53818.15462	99.900	99.900	20.142	0.033	19.813	0.026	19.793	0.022	20.173	0.029	20.397	0.064	99.900	99.900	99.900	99.900	99.900	99.900
53819.18100	99.900	99.900	20.172	0.029	19.846	0.026	19.824	0.018	20.214	0.031	20.425	0.043	99.900	99.900	99.900	99.900	99.900	99.900
53823.13262	99.900	99.900	20.257	0.031	19.884	0.031	19.860	0.019	20.294	0.035	20.485	0.066	99.900	99.900	99.900	99.900	99.900	99.900
53831.11036	99.900	99.900	20.299	0.053	20.034	0.043	20.011	0.032	20.530	0.055	20.659	0.081	99.900	99.900	99.900	99.900	99.900	99.900
53838.13026	99.900	99.900	20.672	0.222	19.979	0.118	19.963	0.094	20.936	0.205	20.952	0.211	99.900	99.900	99.900	99.900	99.900	99.900
53840.09397	99.900	99.900	20.578	0.128	20.114	0.081	20.038	0.059	20.777	0.090	20.845	0.134	99.900	99.900	99.900	99.900	99.900	99.900
53846.12331	99.900	99.900	20.582	0.045	20.278	0.040	20.245	0.027	20.838	0.055	20.932	0.108	99.900	99.900	99.900	99.900	99.900	99.900
53858.03575	99.900	99.900	20.879	0.058	20.520	0.057	20.434	0.034	21.187	0.077	21.145	0.123	99.900	99.900	99.900	99.900	99.900	99.900
53860.99345	99.900	99.900	20.937	0.133	20.509	0.091	20.432	0.072	20.951	0.102	21.220	0.195	99.900	99.900	99.900	99.900	99.900	99.900
