# CSP Optical + NIR data for SN2007le
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.005522	  RA = 23:38:48.48	 DEC = -06:31:21.29
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54440.05332	18.257	0.041	16.922	0.010	15.673	0.006	16.405	0.006	15.284	0.005	15.379	0.006	99.900	99.900	99.900	99.900	99.900	99.900
54443.12493	99.900	99.900	16.984	0.011	15.767	0.005	16.475	0.007	15.397	0.004	15.522	0.006	99.900	99.900	99.900	99.900	99.900	99.900
54444.01954	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.387	0.013	15.801	0.014	14.837	0.021
54445.04304	18.315	0.031	16.998	0.011	15.822	0.008	16.518	0.009	15.461	0.008	15.611	0.010	99.900	99.900	99.900	99.900	99.900	99.900
54448.04560	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.608	0.004	16.088	0.017	14.998	0.017
54449.04110	18.391	0.065	17.033	0.011	15.940	0.006	16.593	0.007	15.598	0.004	15.784	0.006	99.900	99.900	99.900	99.900	99.900	99.900
54454.01772	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.933	0.006	16.450	0.047	15.239	0.014
54455.02722	18.477	0.071	17.124	0.014	16.093	0.008	16.690	0.008	15.804	0.006	16.016	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54456.04450	18.404	0.085	17.176	0.017	16.122	0.008	16.700	0.009	15.840	0.009	16.047	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54457.02273	18.623	0.058	17.167	0.022	16.167	0.010	16.704	0.008	15.873	0.007	16.090	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54463.02801	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.422	0.014	16.970	0.031	99.900	99.900
54466.02343	18.624	0.038	17.238	0.022	16.395	0.014	16.864	0.008	16.165	0.007	16.412	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54467.03133	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.650	0.004	17.284	0.032	15.761	0.011
54469.02976	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.771	0.006	17.416	0.022	15.845	0.021
54470.04005	18.679	0.037	17.357	0.013	16.486	0.010	16.934	0.009	16.283	0.008	16.559	0.010	99.900	99.900	99.900	99.900	99.900	99.900
