# CSP Optical + NIR data for SN2006D
# Timestamp:  2011-10-25 15:53:04
# zcmb = 0.009641	  RA = 12:52:33.84	 DEC = -09:46:30.79
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
53782.36039	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.683	0.012	15.836	0.023	99.900	99.900	99.900	99.900
53783.23401	18.033	0.037	99.900	99.900	15.723	0.010	16.362	0.009	15.392	0.009	15.431	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53785.33137	18.084	0.024	16.970	0.009	15.891	0.007	16.522	0.007	15.574	0.007	15.607	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53786.37192	18.147	0.034	17.030	0.010	15.971	0.006	16.585	0.009	15.670	0.007	15.692	0.010	14.808	0.004	15.959	0.005	15.239	0.005	99.900	99.900
53788.36824	99.900	99.900	17.142	0.007	16.120	0.008	16.694	0.007	15.828	0.008	15.879	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53789.33892	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.000	0.010	16.338	0.019	15.485	0.043	99.900	99.900
53790.31448	18.358	0.022	17.225	0.009	16.210	0.008	16.797	0.008	15.950	0.006	16.003	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53795.34324	18.552	0.027	17.430	0.011	16.432	0.007	16.960	0.006	16.216	0.006	16.308	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53796.34628	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.447	0.013	16.988	0.021	15.888	0.018	99.900	99.900
53798.30986	18.542	0.048	17.483	0.010	16.523	0.008	17.046	0.007	16.335	0.008	16.444	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53799.31014	18.648	0.028	17.490	0.010	16.565	0.007	17.078	0.006	16.383	0.007	16.501	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53800.35524	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.708	0.018	99.900	99.900	16.077	0.022	99.900	99.900
53802.30953	18.730	0.027	17.558	0.011	16.665	0.009	17.148	0.008	16.500	0.008	16.645	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53803.37611	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.876	0.022	17.620	0.076	16.295	0.043	99.900	99.900
53804.35137	18.714	0.033	17.613	0.011	16.713	0.008	17.190	0.006	16.580	0.006	16.729	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53805.30367	18.752	0.029	17.625	0.011	16.745	0.008	17.210	0.007	16.613	0.007	16.786	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53807.27726	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.124	0.018	17.887	0.085	16.459	0.037	99.900	99.900
53809.25089	99.900	99.900	17.683	0.021	16.849	0.014	17.279	0.013	16.755	0.012	16.926	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53813.28595	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.438	0.019	18.216	0.052	16.688	0.030	99.900	99.900
53815.23892	18.962	0.033	17.803	0.014	17.011	0.009	17.416	0.009	16.976	0.008	17.190	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53817.36230	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.657	0.019	18.576	0.104	16.970	0.086	99.900	99.900
53818.30872	19.096	0.026	17.852	0.014	17.110	0.009	17.464	0.009	17.086	0.009	17.300	0.012	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53819.29685	19.093	0.021	17.896	0.011	17.136	0.009	17.490	0.008	17.114	0.009	17.354	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53824.26696	19.215	0.026	17.957	0.009	17.281	0.007	17.585	0.007	17.302	0.007	17.546	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53828.34220	19.356	0.023	18.047	0.006	17.387	0.004	17.650	0.004	17.470	0.004	17.684	0.005	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53831.22915	19.438	0.027	18.103	0.011	17.467	0.009	17.701	0.007	17.559	0.011	17.794	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53835.24086	19.543	0.048	18.159	0.013	17.564	0.010	17.776	0.010	17.706	0.009	17.940	0.013	17.537	0.013	19.646	0.075	17.791	0.029	17.713	0.061
53840.17409	19.616	0.068	18.252	0.017	17.662	0.014	17.836	0.011	17.875	0.013	18.087	0.019	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53845.17972	99.900	99.900	18.288	0.013	17.804	0.009	17.938	0.008	18.027	0.009	18.222	0.016	17.944	0.017	19.913	0.095	18.392	0.053	17.868	0.126
53850.18673	99.900	99.900	18.393	0.013	17.936	0.012	18.050	0.010	18.228	0.012	18.428	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53858.12213	99.900	99.900	18.539	0.015	18.145	0.015	18.193	0.011	18.480	0.014	18.662	0.015	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53861.11803	99.900	99.900	18.588	0.016	18.228	0.010	18.234	0.010	18.532	0.012	18.731	0.019	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53862.18779	99.900	99.900	18.599	0.016	18.249	0.012	18.283	0.010	18.607	0.013	18.768	0.019	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53870.15149	99.900	99.900	18.758	0.032	18.398	0.018	18.412	0.017	18.859	0.020	18.973	0.028	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
