# CSP Optical + NIR data for SN2004gs
# Timestamp:  2011-10-25 15:53:04
# zcmb = 0.027498	  RA = 08:38:23.28	 DEC = +17:37:39.72
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
53376.29498	20.806	0.083	19.517	0.018	18.334	0.014	19.089	0.017	17.823	0.010	17.876	0.014	99.900	99.900	99.900	99.900	99.900	99.900
53377.22471	20.801	0.176	19.564	0.020	18.393	0.015	19.180	0.019	17.848	0.011	17.882	0.014	99.900	99.900	99.900	99.900	99.900	99.900
53378.27950	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.163	0.021	18.104	0.032	17.716	0.043
53380.25499	20.855	0.168	19.822	0.031	18.677	0.036	19.396	0.030	18.177	0.023	18.110	0.036	99.900	99.900	99.900	99.900	99.900	99.900
53381.23719	99.900	99.900	19.915	0.031	18.714	0.027	19.493	0.024	99.900	99.900	18.100	0.130	99.900	99.900	99.900	99.900	99.900	99.900
53383.25416	21.081	0.139	20.039	0.031	18.890	0.022	19.601	0.027	18.431	0.021	18.386	0.048	99.900	99.900	99.900	99.900	99.900	99.900
53384.20618	21.133	0.113	99.900	99.900	18.978	0.037	19.721	0.081	18.523	0.025	18.501	0.022	99.900	99.900	99.900	99.900	99.900	99.900
53385.24569	21.221	0.087	20.130	0.022	19.026	0.019	19.815	0.026	18.553	0.013	18.578	0.018	17.507	0.013	18.592	0.027	18.128	0.034
53386.22266	21.142	0.078	20.153	0.025	19.074	0.021	19.774	0.023	18.620	0.014	18.662	0.019	99.900	99.900	99.900	99.900	99.900	99.900
53387.23879	21.373	0.154	20.223	0.032	19.092	0.026	19.890	0.034	18.668	0.017	18.750	0.032	99.900	99.900	99.900	99.900	99.900	99.900
53388.22415	21.208	0.138	20.294	0.040	19.222	0.029	19.847	0.030	18.691	0.017	18.728	0.027	17.724	0.013	18.867	0.037	18.392	0.050
53389.19151	21.515	0.258	20.305	0.053	19.246	0.031	19.912	0.036	18.736	0.019	18.810	0.031	99.900	99.900	99.900	99.900	99.900	99.900
53390.18118	99.900	99.900	20.278	0.049	19.250	0.027	19.943	0.073	18.770	0.026	18.930	0.036	17.880	0.022	19.026	0.032	18.500	0.053
53391.14211	99.900	99.900	20.249	0.072	19.265	0.041	19.952	0.081	18.868	0.030	18.975	0.036	99.900	99.900	99.900	99.900	99.900	99.900
53392.17681	99.900	99.900	20.163	0.097	19.260	0.095	20.074	0.104	18.863	0.033	18.982	0.051	99.900	99.900	99.900	99.900	99.900	99.900
53393.22352	99.900	99.900	20.286	0.216	19.341	0.131	99.900	99.900	18.834	0.062	99.900	99.900	18.019	0.020	99.900	99.900	99.900	99.900
53394.22991	99.900	99.900	20.354	0.161	19.437	0.080	99.900	99.900	18.969	0.056	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53398.17012	99.900	99.900	20.348	0.107	19.471	0.045	20.059	0.072	19.097	0.027	19.243	0.036	99.900	99.900	99.900	99.900	99.900	99.900
53400.12903	99.900	99.900	20.498	0.059	19.550	0.032	20.176	0.039	19.153	0.015	19.383	0.030	99.900	99.900	99.900	99.900	99.900	99.900
53403.15337	99.900	99.900	20.571	0.031	19.644	0.017	20.228	0.020	19.264	0.011	19.471	0.018	99.900	99.900	99.900	99.900	99.900	99.900
53404.18979	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.591	0.021	20.174	0.081	19.234	0.129
53406.16067	99.900	99.900	20.622	0.025	19.703	0.016	20.308	0.019	19.380	0.013	19.591	0.020	99.900	99.900	99.900	99.900	99.900	99.900
53407.18226	99.900	99.900	20.658	0.050	19.728	0.023	20.319	0.019	19.361	0.014	19.632	0.021	99.900	99.900	99.900	99.900	99.900	99.900
53408.16589	99.900	99.900	20.699	0.030	19.785	0.016	20.340	0.019	19.433	0.014	19.674	0.024	99.900	99.900	99.900	99.900	99.900	99.900
53409.16199	99.900	99.900	20.671	0.029	19.804	0.021	20.336	0.024	19.462	0.012	19.687	0.022	99.900	99.900	99.900	99.900	99.900	99.900
53410.17931	99.900	99.900	20.722	0.031	19.856	0.019	20.360	0.017	19.524	0.013	19.734	0.026	99.900	99.900	99.900	99.900	99.900	99.900
53411.16352	99.900	99.900	20.780	0.047	19.827	0.022	20.349	0.020	19.563	0.017	19.779	0.033	99.900	99.900	99.900	99.900	99.900	99.900
53412.15753	99.900	99.900	20.669	0.052	19.846	0.024	20.360	0.022	19.594	0.020	19.876	0.032	99.900	99.900	99.900	99.900	99.900	99.900
53413.14535	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.995	0.032	20.387	0.128	19.586	0.092
53415.15713	99.900	99.900	20.787	0.027	19.970	0.017	20.417	0.017	19.684	0.014	19.894	0.022	99.900	99.900	99.900	99.900	99.900	99.900
53416.18189	99.900	99.900	20.844	0.029	20.001	0.018	20.438	0.021	19.726	0.017	19.996	0.034	99.900	99.900	99.900	99.900	99.900	99.900
53417.14190	99.900	99.900	20.817	0.038	20.053	0.027	20.445	0.018	19.756	0.016	19.981	0.026	99.900	99.900	99.900	99.900	99.900	99.900
53418.13998	99.900	99.900	20.800	0.047	20.026	0.027	20.439	0.025	19.810	0.019	20.021	0.035	99.900	99.900	99.900	99.900	99.900	99.900
53419.20565	99.900	99.900	20.811	0.049	20.013	0.029	20.504	0.021	19.854	0.019	20.008	0.045	99.900	99.900	99.900	99.900	99.900	99.900
53420.14439	99.900	99.900	99.900	99.900	20.142	0.055	99.900	99.900	19.802	0.096	20.105	0.047	99.900	99.900	99.900	99.900	99.900	99.900
53421.18429	99.900	99.900	20.727	0.202	20.080	0.115	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53424.13347	99.900	99.900	99.900	99.900	20.347	0.173	99.900	99.900	99.900	99.900	20.228	0.121	99.900	99.900	99.900	99.900	99.900	99.900
53425.11610	99.900	99.900	99.900	99.900	20.306	0.130	99.900	99.900	19.964	0.065	20.252	0.116	99.900	99.900	99.900	99.900	99.900	99.900
53426.12329	99.900	99.900	20.867	0.153	20.321	0.082	99.900	99.900	20.102	0.060	20.286	0.066	99.900	99.900	99.900	99.900	99.900	99.900
53427.11171	99.900	99.900	21.136	0.201	20.123	0.064	20.572	0.066	20.104	0.045	20.419	0.079	99.900	99.900	99.900	99.900	99.900	99.900
53428.06492	99.900	99.900	99.900	99.900	20.186	0.180	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53429.07857	99.900	99.900	20.959	0.067	20.326	0.038	20.673	0.071	20.186	0.072	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53432.18089	99.900	99.900	21.161	0.081	20.333	0.044	20.699	0.039	20.302	0.036	20.457	0.073	99.900	99.900	99.900	99.900	99.900	99.900
53444.07251	99.900	99.900	21.316	0.045	20.585	0.030	20.872	0.025	20.675	0.032	20.971	0.063	99.900	99.900	99.900	99.900	99.900	99.900
53445.07448	99.900	99.900	21.267	0.043	20.686	0.033	20.927	0.032	20.755	0.033	20.884	0.060	99.900	99.900	99.900	99.900	99.900	99.900
53446.07116	99.900	99.900	21.258	0.063	20.688	0.051	20.959	0.045	20.812	0.045	21.051	0.086	99.900	99.900	99.900	99.900	99.900	99.900
53455.06419	99.900	99.900	21.523	0.317	20.834	0.158	99.900	99.900	21.067	0.143	21.125	0.151	99.900	99.900	99.900	99.900	99.900	99.900
53461.02601	99.900	99.900	99.900	99.900	21.017	0.057	21.157	0.038	21.356	0.063	21.376	0.093	99.900	99.900	99.900	99.900	99.900	99.900
