# CSP Optical + NIR data for SN2006et
# Timestamp:  2011-10-25 15:53:05
# zcmb = 0.021178	  RA = 00:42:45.82	 DEC = -23:33:30.24
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54007.16093	17.989	0.021	16.805	0.009	16.288	0.008	16.508	0.008	16.280	0.008	16.963	0.010	99.900	99.900	99.900	99.900	99.900	99.900
54008.13188	18.069	0.020	16.898	0.008	99.900	99.900	16.603	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54009.07815	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.851	0.027	99.900	99.900	99.900	99.900
54012.02194	18.714	0.053	17.291	0.013	16.587	0.008	16.918	0.008	16.468	0.006	17.015	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54013.11019	18.778	0.067	17.414	0.012	16.641	0.008	17.026	0.008	16.495	0.006	17.006	0.010	16.804	0.010	17.675	0.011	16.785	0.013
54015.10736	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.551	0.056	99.900	99.900	99.900	99.900
54017.26615	19.080	0.110	17.812	0.021	16.813	0.015	17.363	0.023	16.549	0.016	16.900	0.016	99.900	99.900	99.900	99.900	99.900	99.900
54021.16831	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.286	0.018	17.196	0.037	16.508	0.036
54023.21640	19.765	0.033	18.328	0.011	17.253	0.014	17.913	0.012	16.783	0.011	16.968	0.014	99.900	99.900	99.900	99.900	99.900	99.900
54024.05832	19.881	0.028	18.371	0.009	17.213	0.004	17.912	0.006	16.718	0.006	16.859	0.006	16.131	0.015	17.110	0.037	16.518	0.032
54025.17127	19.948	0.075	18.448	0.014	17.277	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54029.18299	20.161	0.071	18.712	0.014	17.532	0.009	18.240	0.010	17.017	0.007	17.060	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54030.13395	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.154	0.014	99.900	99.900	16.595	0.038
54033.18696	99.900	99.900	99.900	99.900	99.900	99.900	18.443	0.020	17.279	0.011	17.327	0.012	99.900	99.900	99.900	99.900	99.900	99.900
54037.19213	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.475	0.024	17.625	0.050	99.900	99.900
54039.16107	20.285	0.113	19.065	0.024	18.001	0.014	18.642	0.015	17.538	0.009	17.671	0.014	16.632	0.010	17.811	0.013	17.149	0.017
54041.03668	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.698	0.023	99.900	99.900	99.900	99.900
54044.12241	99.900	99.900	19.073	0.076	18.126	0.033	18.682	0.047	17.675	0.017	17.747	0.023	99.900	99.900	99.900	99.900	99.900	99.900
54045.08220	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.872	0.027	99.900	99.900	99.900	99.900
54046.06332	20.363	0.150	19.202	0.025	18.158	0.015	18.795	0.016	17.761	0.011	17.949	0.013	99.900	99.900	99.900	99.900	99.900	99.900
54049.14148	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.161	0.013	18.453	0.024	17.524	0.028
54052.09745	20.879	0.146	19.306	0.022	18.311	0.014	18.875	0.014	17.949	0.012	18.160	0.017	99.900	99.900	99.900	99.900	99.900	99.900
54057.06617	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.407	0.034	99.900	99.900	99.900	99.900
54060.03541	20.924	0.112	19.395	0.024	18.487	0.015	18.976	0.015	18.166	0.013	18.476	0.020	99.900	99.900	99.900	99.900	99.900	99.900
54066.10382	21.068	0.141	19.479	0.026	18.639	0.018	19.080	0.016	18.353	0.013	18.643	0.017	99.900	99.900	99.900	99.900	99.900	99.900
54076.05093	21.509	0.317	99.900	99.900	18.852	0.020	19.196	0.016	18.620	0.015	19.016	0.022	99.900	99.900	99.900	99.900	99.900	99.900
54091.05005	99.900	99.900	19.734	0.031	19.190	0.023	19.422	0.018	19.050	0.018	19.454	0.036	99.900	99.900	99.900	99.900	99.900	99.900
54099.03654	99.900	99.900	20.059	0.129	99.900	99.900	19.557	0.041	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
