# CSP Optical + NIR data for SN2005A
# Timestamp:  2011-10-25 15:53:05
# zcmb = 0.018340	  RA = 02:30:43.25	 DEC = -02:56:19.79
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
53406.08539	99.900	99.900	20.360	0.051	18.569	0.020	19.660	0.030	17.698	0.010	17.398	0.011	99.900	99.900	99.900	99.900	99.900	99.900
53407.05149	99.900	99.900	99.900	99.900	18.639	0.020	19.799	0.036	17.774	0.016	17.454	0.011	99.900	99.900	99.900	99.900	99.900	99.900
53408.06299	99.900	99.900	20.640	0.046	18.735	0.020	19.908	0.030	17.851	0.012	17.523	0.012	99.900	99.900	99.900	99.900	99.900	99.900
53409.05982	99.900	99.900	20.707	0.056	18.813	0.022	19.937	0.030	17.956	0.010	17.607	0.014	99.900	99.900	99.900	99.900	99.900	99.900
53410.04194	99.900	99.900	20.737	0.038	18.870	0.018	20.008	0.031	18.023	0.015	17.719	0.015	99.900	99.900	99.900	99.900	99.900	99.900
53411.06691	99.900	99.900	99.900	99.900	18.925	0.033	99.900	99.900	18.079	0.013	17.745	0.014	99.900	99.900	99.900	99.900	99.900	99.900
53412.05608	99.900	99.900	99.900	99.900	19.002	0.026	20.109	0.036	18.172	0.013	17.872	0.014	99.900	99.900	99.900	99.900	99.900	99.900
53413.05549	99.900	99.900	99.900	99.900	99.900	99.900	20.118	0.052	18.244	0.025	17.875	0.022	99.900	99.900	99.900	99.900	99.900	99.900
53414.06343	99.900	99.900	99.900	99.900	19.096	0.026	20.128	0.036	18.265	0.015	17.989	0.015	99.900	99.900	99.900	99.900	99.900	99.900
53415.06288	99.900	99.900	99.900	99.900	19.036	0.023	20.243	0.062	18.271	0.015	18.054	0.015	99.900	99.900	99.900	99.900	99.900	99.900
53416.05979	99.900	99.900	99.900	99.900	19.212	0.030	20.236	0.068	18.360	0.015	18.099	0.018	99.900	99.900	99.900	99.900	99.900	99.900
53418.03545	99.900	99.900	99.900	99.900	19.295	0.059	20.332	0.049	18.440	0.012	18.188	0.020	16.587	0.021	17.738	0.033	16.915	0.019
53420.05130	99.900	99.900	99.900	99.900	19.424	0.070	20.307	0.080	18.490	0.018	18.224	0.019	99.900	99.900	99.900	99.900	99.900	99.900
53421.02942	99.900	99.900	99.900	99.900	99.900	99.900	20.378	0.093	18.588	0.056	18.388	0.046	99.900	99.900	99.900	99.900	99.900	99.900
53422.03845	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.971	0.028	17.109	0.090
53425.05069	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.668	0.028	18.519	0.030	99.900	99.900	99.900	99.900	99.900	99.900
53427.05339	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.836	0.045	18.603	0.035	99.900	99.900	99.900	99.900	99.900	99.900
53429.03409	99.900	99.900	99.900	99.900	19.628	0.029	20.490	0.036	18.807	0.017	18.640	0.023	99.900	99.900	99.900	99.900	99.900	99.900
53430.01341	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.250	0.015	18.646	0.029	17.608	0.031
53432.00493	99.900	99.900	99.900	99.900	19.618	0.084	20.554	0.051	18.884	0.016	18.763	0.018	99.900	99.900	99.900	99.900	99.900	99.900
53433.01487	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.382	0.016	99.900	99.900	17.751	0.034
