# CSP Optical + NIR data for SN2004eo
# Timestamp:  2011-10-25 15:53:04
# zcmb = 0.014734	  RA = 20:32:54.24	 DEC = +09:55:42.71
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
53279.98635	16.212	0.017	15.517	0.017	15.362	0.016	15.385	0.016	15.316	0.016	15.841	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53280.98502	16.307	0.017	15.557	0.017	15.367	0.016	15.406	0.016	15.319	0.016	15.854	0.017	16.276	0.006	15.857	0.013	16.048	0.029	15.713	0.012
53281.99108	16.418	0.017	99.900	99.900	99.900	99.900	15.406	0.016	15.321	0.016	15.879	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53285.04721	99.900	99.900	99.900	99.900	15.471	0.019	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53287.04681	17.102	0.017	16.075	0.017	15.566	0.017	15.773	0.016	15.552	0.016	16.122	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53288.04030	17.281	0.017	16.190	0.017	15.632	0.017	15.855	0.016	15.613	0.016	16.179	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53289.05924	17.438	0.017	16.314	0.017	15.695	0.016	15.969	0.016	15.684	0.016	16.216	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53290.04845	17.615	0.018	16.447	0.017	15.773	0.016	16.065	0.016	15.735	0.016	16.244	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53291.03176	17.767	0.017	16.583	0.017	15.853	0.016	16.178	0.016	15.783	0.016	16.245	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53292.03583	17.960	0.017	16.716	0.017	15.931	0.016	16.291	0.016	15.823	0.016	16.233	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53293.99236	18.285	0.018	16.983	0.017	16.073	0.017	16.532	0.016	15.891	0.017	16.200	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53294.98372	18.395	0.018	17.104	0.017	16.155	0.016	16.638	0.017	15.923	0.016	16.195	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53298.01036	18.772	0.022	17.456	0.017	16.356	0.016	16.955	0.016	16.017	0.016	16.182	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53299.99014	18.998	0.055	17.642	0.017	16.492	0.016	17.142	0.017	16.096	0.017	16.196	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53300.99110	19.016	0.038	17.710	0.017	16.554	0.017	17.233	0.017	16.141	0.016	16.218	0.017	15.843	0.005	16.669	0.012	15.897	0.012	15.728	0.018
53301.99060	19.074	0.045	17.802	0.017	16.616	0.016	17.343	0.017	16.187	0.016	16.238	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53302.99770	19.134	0.042	17.919	0.017	16.683	0.016	17.401	0.017	16.253	0.016	16.248	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53304.00034	99.900	99.900	17.952	0.036	16.835	0.034	17.490	0.017	16.307	0.017	16.248	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53304.99323	19.344	0.047	18.000	0.028	16.829	0.017	17.573	0.017	16.375	0.016	16.327	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53306.03432	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.704	0.008	16.473	0.012	15.957	0.019	15.926	0.014
53307.02942	19.397	0.075	18.166	0.033	16.985	0.017	17.668	0.017	16.533	0.016	16.448	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53308.00086	19.460	0.028	18.215	0.017	17.059	0.016	17.773	0.016	16.613	0.016	16.533	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53308.99351	19.531	0.028	18.281	0.017	17.125	0.016	17.828	0.017	16.689	0.016	16.624	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53310.00069	19.600	0.031	18.332	0.017	17.196	0.016	17.874	0.016	16.758	0.016	16.703	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53310.99852	19.632	0.028	18.372	0.017	17.250	0.016	17.917	0.017	16.827	0.016	16.777	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53312.00025	19.660	0.028	99.900	99.900	99.900	99.900	17.979	0.016	16.886	0.016	16.852	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53321.03175	20.056	0.084	99.900	99.900	99.900	99.900	18.248	0.016	17.273	0.016	17.299	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53329.01678	99.900	99.900	18.879	0.035	17.856	0.016	18.333	0.019	17.529	0.016	17.612	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53338.02057	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.951	0.154	17.578	0.053	99.900	99.900
53341.02240	99.900	99.900	19.001	0.038	18.104	0.025	18.601	0.027	17.916	0.016	18.049	0.027	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
