# CSP Optical + NIR data for SN2008fp
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.006287	  RA = 07:16:32.64	 DEC = -29:19:31.80
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
54770.28675	19.155	0.021	17.519	0.009	15.892	0.005	16.751	0.006	15.407	0.004	15.201	0.004	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54775.31975	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.122	0.006	15.358	0.016	14.388	0.011	99.900	99.900
54779.32165	19.413	0.026	17.702	0.009	16.172	0.008	16.964	0.009	15.783	0.009	15.636	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54780.35183	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.414	0.020	99.900	99.900	99.900	99.900	99.900	99.900
54781.31516	19.426	0.030	17.726	0.009	16.227	0.008	16.993	0.007	15.849	0.008	15.720	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54783.29234	19.487	0.038	17.762	0.011	16.296	0.008	17.029	0.009	15.922	0.007	15.796	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54784.34690	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.626	0.014	99.900	99.900	99.900	99.900	99.900	99.900
54790.32183	19.577	0.024	17.870	0.010	16.479	0.008	17.158	0.009	16.161	0.008	16.075	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54792.25894	19.643	0.022	17.891	0.012	16.523	0.010	17.181	0.010	16.224	0.008	16.158	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54794.29449	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.164	0.010	16.429	0.043	15.183	0.018	99.900	99.900
54795.25207	19.676	0.024	17.923	0.011	16.603	0.010	17.241	0.011	16.316	0.012	16.289	0.012	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54796.27317	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.285	0.010	16.489	0.049	15.230	0.022	99.900	99.900
54797.34641	99.900	99.900	17.940	0.009	16.659	0.008	17.280	0.007	99.900	99.900	16.349	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54799.31789	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.436	0.010	16.646	0.051	15.388	0.023	99.900	99.900
54803.31488	19.851	0.026	18.041	0.009	16.814	0.008	17.388	0.007	16.580	0.005	16.567	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54809.21786	19.954	0.034	18.127	0.010	16.975	0.009	17.495	0.008	16.769	0.009	16.773	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54813.31326	99.900	99.900	18.186	0.015	17.069	0.009	17.540	0.010	16.894	0.008	16.918	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54820.21276	20.106	0.049	18.280	0.012	17.236	0.010	17.682	0.010	17.101	0.010	17.149	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
