# CSP Optical + NIR data for SN2007on
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.006182	  RA = 03:38:50.90	 DEC = -35:34:30.00
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
54462.22076	17.389	0.024	16.313	0.009	15.462	0.008	15.900	0.007	15.360	0.006	15.429	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54463.14338	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.828	0.013	16.472	0.028	15.147	0.020	99.900	99.900
54467.12712	17.550	0.037	16.430	0.010	15.611	0.009	16.025	0.007	15.552	0.007	15.643	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54468.13332	17.660	0.038	16.464	0.011	15.652	0.012	16.037	0.008	15.587	0.008	15.684	0.012	15.110	0.003	16.907	0.013	15.430	0.004	18.331	0.061
54470.08788	17.618	0.038	16.471	0.012	15.695	0.011	16.097	0.010	15.683	0.012	15.773	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54471.15238	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.274	0.009	17.022	0.068	15.520	0.013	99.900	99.900
54472.10858	17.743	0.039	16.543	0.013	15.771	0.013	16.123	0.010	15.741	0.012	15.836	0.015	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54475.10998	17.754	0.047	16.591	0.012	15.849	0.008	16.198	0.007	15.877	0.008	15.952	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54476.13697	17.802	0.026	16.615	0.012	15.891	0.010	16.205	0.009	15.917	0.010	15.989	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54477.10330	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.566	0.006	17.471	0.032	15.870	0.015	99.900	99.900
54484.08747	18.130	0.080	16.745	0.014	16.103	0.010	16.372	0.009	16.239	0.010	16.280	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54485.12891	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.915	0.008	18.036	0.085	16.323	0.023	99.900	99.900
54488.07259	18.238	0.088	16.855	0.015	16.232	0.011	16.447	0.009	16.403	0.011	16.425	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54490.06978	18.252	0.030	16.875	0.011	16.292	0.011	16.488	0.008	16.482	0.009	16.480	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54491.08558	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.151	0.007	18.122	0.072	16.606	0.028	99.900	99.900
54494.11035	18.350	0.023	16.940	0.010	16.392	0.009	16.566	0.007	16.647	0.009	16.611	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54497.11014	18.399	0.082	16.994	0.014	16.488	0.011	16.641	0.008	16.749	0.010	16.709	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54499.09598	99.900	99.900	17.034	0.016	16.565	0.020	16.682	0.009	16.842	0.009	16.749	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54508.09958	18.893	0.066	17.211	0.014	16.797	0.012	16.862	0.009	17.178	0.012	17.026	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
