# CSP Optical + NIR data for SN2006X
# Timestamp:  2011-10-25 15:53:04
# zcmb = 0.006322	  RA = 12:22:54.00	 DEC = +15:48:33.12
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
53851.15981	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.798	0.015	16.301	0.051	14.773	0.022	99.900	99.900
53853.15414	99.900	99.900	18.405	0.013	16.795	0.007	17.631	0.008	16.210	0.007	16.051	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53858.09367	99.900	99.900	18.486	0.026	16.920	0.009	17.704	0.009	16.372	0.007	16.223	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53859.10547	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.208	0.015	16.700	0.075	15.061	0.042	99.900	99.900
53860.13696	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.885	0.051	99.900	99.900	99.900	99.900
53862.16347	99.900	99.900	18.499	0.021	17.018	0.009	17.755	0.010	16.506	0.007	16.352	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53866.11149	99.900	99.900	18.480	0.023	17.108	0.009	17.808	0.011	16.615	0.009	16.490	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53868.10838	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.629	0.022	17.283	0.051	15.502	0.027	99.900	99.900
53870.12767	99.900	99.900	18.602	0.034	17.217	0.009	17.877	0.012	16.748	0.007	16.629	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53872.12326	99.900	99.900	18.604	0.018	17.251	0.010	17.907	0.009	16.810	0.009	16.666	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53886.06200	99.900	99.900	18.812	0.009	17.614	0.007	18.136	0.006	17.261	0.004	17.115	0.005	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53890.07786	99.900	99.900	18.892	0.024	17.656	0.010	18.177	0.010	17.367	0.008	17.209	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53891.08194	99.900	99.900	18.862	0.025	17.693	0.011	18.203	0.011	17.398	0.008	17.255	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53893.05497	99.900	99.900	18.922	0.017	17.742	0.007	18.208	0.007	17.457	0.005	17.303	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53894.06435	99.900	99.900	18.879	0.027	17.767	0.009	18.246	0.011	17.490	0.008	17.344	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53897.04254	99.900	99.900	18.942	0.016	17.816	0.007	18.267	0.009	17.576	0.006	17.401	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53898.04634	99.900	99.900	18.960	0.016	17.837	0.008	18.296	0.008	17.560	0.006	17.410	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53905.95731	99.900	99.900	19.194	0.021	17.975	0.013	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
