# CSP Optical + NIR data for SN2006ax
# Timestamp:  2011-10-25 15:53:04
# zcmb = 0.017957	  RA = 11:24:3.36	 DEC = -12:17:29.04
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
53866.04514	19.219	0.041	18.066	0.015	17.135	0.009	17.692	0.011	16.831	0.008	16.964	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53867.11295	19.325	0.052	18.140	0.020	17.193	0.011	17.752	0.012	16.881	0.009	17.012	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53868.14538	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.136	0.014	99.900	99.900	99.900	99.900	99.900	99.900
53869.06946	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.180	0.015	17.517	0.026	16.650	0.032	99.900	99.900
53870.06329	19.382	0.049	18.191	0.013	17.299	0.010	17.811	0.010	17.016	0.007	17.187	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53871.03191	19.324	0.035	18.215	0.013	17.327	0.011	17.848	0.008	17.046	0.007	17.227	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53872.02929	99.900	99.900	18.247	0.013	17.360	0.012	17.859	0.010	17.082	0.010	17.287	0.013	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53890.05429	99.900	99.900	18.545	0.016	17.842	0.011	18.209	0.011	17.705	0.009	18.009	0.012	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53890.98794	99.900	99.900	18.584	0.020	17.862	0.013	18.194	0.011	17.727	0.011	18.023	0.015	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53892.00372	99.900	99.900	18.607	0.011	17.880	0.006	18.221	0.006	17.755	0.004	18.059	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53898.00704	99.900	99.900	18.671	0.010	18.044	0.007	18.332	0.006	17.965	0.005	18.268	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
