# CSP Optical + NIR data for SN2005na
# Timestamp:  2011-10-25 15:53:04
# zcmb = 0.026815	  RA = 07:01:36.72	 DEC = +14:07:59.88
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
53786.08257	99.900	99.900	19.537	0.026	18.512	0.017	19.088	0.014	18.083	0.013	18.267	0.014	99.900	99.900	99.900	99.900	99.900	99.900
53787.07535	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.373	0.020	18.731	0.037	17.675	0.028
53788.07046	99.900	99.900	19.589	0.047	18.567	0.016	19.120	0.018	18.176	0.012	18.369	0.017	99.900	99.900	99.900	99.900	99.900	99.900
53789.09691	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.387	0.050	99.900	99.900	99.900	99.900
53795.08738	99.900	99.900	19.598	0.029	18.728	0.018	19.203	0.014	18.339	0.012	18.644	0.015	99.900	99.900	99.900	99.900	99.900	99.900
53797.04615	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.736	0.050	99.900	99.900	18.073	0.218
53798.11083	99.900	99.900	99.900	99.900	18.827	0.019	19.302	0.019	18.493	0.016	18.694	0.020	99.900	99.900	99.900	99.900	99.900	99.900
53805.01214	99.900	99.900	19.797	0.043	18.941	0.026	19.365	0.026	18.672	0.017	18.905	0.025	18.325	0.016	19.763	0.068	18.622	0.055
53817.99952	99.900	99.900	19.996	0.042	19.256	0.017	19.613	0.024	19.104	0.018	19.479	0.032	99.900	99.900	99.900	99.900	99.900	99.900
53834.02556	99.900	99.900	20.276	0.070	19.595	0.038	99.900	99.900	19.527	0.032	19.935	0.044	99.900	99.900	99.900	99.900	99.900	99.900
