# CSP Optical + NIR data for SN2005M
# Timestamp:  2011-10-25 15:53:05
# zcmb = 0.022972	  RA = 09:37:32.40	 DEC = +23:12:2.88
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
53418.16875	17.546	0.016	16.651	0.009	16.333	0.009	16.406	0.008	16.345	0.008	17.089	0.013	17.239	0.021	17.745	0.032	17.132	0.017	16.541	0.042
53419.16800	17.671	0.019	16.742	0.010	16.396	0.009	16.484	0.009	16.415	0.008	17.151	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53420.23524	17.762	0.025	16.872	0.011	16.444	0.010	16.588	0.010	16.464	0.009	17.188	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53421.20756	17.919	0.039	16.994	0.015	16.507	0.012	16.677	0.015	16.538	0.010	17.172	0.020	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53422.13321	18.014	0.082	17.062	0.028	16.547	0.023	16.775	0.033	16.560	0.011	17.222	0.029	17.174	0.042	17.889	0.029	16.950	0.031	16.500	0.052
53424.16627	18.402	0.115	17.300	0.052	16.626	0.034	16.902	0.035	16.567	0.029	17.265	0.072	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53425.15898	99.900	99.900	99.900	99.900	16.737	0.025	16.993	0.026	16.620	0.017	17.209	0.035	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53426.16586	18.509	0.079	17.458	0.024	16.807	0.016	17.087	0.017	16.647	0.012	17.187	0.019	16.870	0.015	17.797	0.022	16.926	0.014	16.623	0.029
53427.16553	18.693	0.072	17.513	0.022	16.881	0.016	17.158	0.015	16.679	0.011	17.147	0.017	16.828	0.013	17.743	0.019	16.928	0.011	16.629	0.026
53428.12107	18.786	0.059	17.639	0.024	16.900	0.013	17.230	0.013	16.698	0.012	17.163	0.016	16.780	0.025	17.563	0.016	16.870	0.024	16.554	0.010
53429.13702	18.905	0.048	17.716	0.028	16.928	0.015	17.335	0.011	16.722	0.009	17.168	0.013	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53430.03877	19.015	0.061	17.800	0.021	17.013	0.014	17.404	0.014	16.751	0.009	17.129	0.013	16.632	0.091	17.685	0.162	99.900	99.900	99.900	99.900
53431.10669	19.141	0.119	17.884	0.020	17.061	0.012	17.484	0.012	16.787	0.009	17.121	0.015	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53432.14045	19.221	0.055	18.000	0.011	17.121	0.013	17.542	0.012	16.800	0.010	17.148	0.015	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53433.12071	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.618	0.021	17.709	0.018	16.850	0.014	16.652	0.026
53436.14998	19.509	0.048	18.276	0.014	17.326	0.012	17.852	0.010	16.931	0.008	17.175	0.012	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53438.13691	19.551	0.049	18.411	0.017	17.425	0.012	17.973	0.012	16.990	0.009	17.167	0.012	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53444.15519	19.884	0.049	18.754	0.020	17.762	0.013	18.313	0.013	17.330	0.009	17.430	0.012	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53445.15300	19.882	0.043	18.772	0.019	17.826	0.013	18.382	0.012	17.366	0.009	17.495	0.012	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53446.15492	99.900	99.900	18.825	0.022	17.884	0.013	18.425	0.015	17.453	0.010	17.558	0.013	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53453.06684	20.298	0.202	19.078	0.063	18.152	0.028	18.605	0.043	17.782	0.021	17.985	0.029	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53454.09393	20.264	0.190	19.064	0.052	18.175	0.027	18.676	0.032	17.780	0.017	17.984	0.019	16.931	0.012	18.322	0.018	17.562	0.017	17.578	0.039
53455.06480	20.049	0.196	19.102	0.055	18.177	0.029	18.660	0.035	17.801	0.016	18.063	0.021	16.977	0.012	18.357	0.061	17.573	0.069	17.624	0.040
53456.07900	20.183	0.156	19.156	0.045	18.223	0.025	18.765	0.032	17.855	0.014	18.070	0.020	17.048	0.019	18.441	0.020	17.649	0.018	99.900	99.900
53457.08022	20.053	0.116	19.211	0.036	18.300	0.022	18.769	0.028	17.879	0.012	18.105	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53458.06476	99.900	99.900	19.154	0.030	18.273	0.020	18.800	0.019	17.919	0.012	18.160	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53459.05536	99.900	99.900	19.183	0.025	18.321	0.016	18.812	0.016	17.953	0.012	18.197	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53460.05286	99.900	99.900	19.217	0.016	18.331	0.015	18.820	0.013	17.990	0.012	18.231	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53461.14302	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.307	0.015	18.845	0.040	99.900	99.900	99.900	99.900
53462.05948	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.161	0.039	17.963	0.058
53464.03960	99.900	99.900	19.277	0.019	18.434	0.015	18.874	0.013	18.102	0.011	18.373	0.018	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53465.09980	99.900	99.900	19.275	0.019	18.461	0.014	18.920	0.012	18.122	0.011	18.430	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53466.09357	99.900	99.900	19.336	0.021	18.480	0.017	18.923	0.013	18.157	0.011	18.465	0.020	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53472.03855	99.900	99.900	19.392	0.017	18.610	0.014	19.016	0.010	18.320	0.009	18.695	0.023	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53474.01907	99.900	99.900	19.468	0.022	18.633	0.016	19.038	0.012	18.384	0.010	18.715	0.019	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53476.00605	99.900	99.900	19.398	0.030	18.693	0.021	19.081	0.017	18.438	0.016	18.770	0.021	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53478.04325	99.900	99.900	19.472	0.035	18.690	0.027	19.096	0.027	18.511	0.017	18.824	0.027	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53479.03903	99.900	99.900	19.477	0.052	18.766	0.045	19.126	0.048	18.550	0.035	18.776	0.053	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53479.99685	99.900	99.900	19.496	0.040	18.808	0.030	19.100	0.027	18.530	0.021	18.919	0.037	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
