# CSP Optical + NIR data for SN2007af
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.006290	  RA = 14:22:21.12	 DEC = -00:23:37.60
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
54179.31863	14.334	0.009	13.487	0.006	13.254	0.008	13.329	0.008	13.282	0.008	13.961	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54180.26975	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.217	0.004	14.166	0.007	14.000	0.019	99.900	99.900
54181.29715	14.562	0.009	13.632	0.006	13.323	0.007	13.426	0.007	13.369	0.008	14.052	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54182.27129	14.685	0.009	13.716	0.008	13.353	0.008	13.493	0.008	13.422	0.011	14.134	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54183.25860	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.377	0.009	14.671	0.013	14.070	0.028	99.900	99.900
54185.30802	15.065	0.009	14.022	0.006	13.524	0.007	13.715	0.006	13.653	0.006	14.383	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54189.29468	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.254	0.004	15.139	0.018	13.938	0.008	99.900	99.900
54190.25870	15.730	0.009	14.607	0.007	13.849	0.006	14.181	0.006	13.882	0.005	14.442	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54193.24142	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.024	0.011	15.048	0.010	13.849	0.020	99.900	99.900
54194.28338	16.218	0.012	15.063	0.006	14.102	0.008	14.560	0.007	13.961	0.006	14.349	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54196.26972	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.861	0.005	14.939	0.010	13.802	0.021	99.900	99.900
54197.27846	16.551	0.013	15.334	0.006	14.270	0.007	14.840	0.006	14.035	0.006	14.303	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54199.22376	16.689	0.014	15.497	0.007	14.374	0.009	14.998	0.007	14.091	0.007	14.287	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54202.31859	16.902	0.012	15.737	0.008	14.571	0.008	15.260	0.008	14.227	0.007	14.315	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54204.33321	17.038	0.014	15.875	0.008	14.720	0.007	99.900	99.900	14.360	0.009	14.406	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54205.21841	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.502	0.017	14.636	0.010	13.940	0.016	99.900	99.900
54207.24712	17.206	0.015	16.044	0.009	14.929	0.008	15.598	0.008	14.592	0.008	14.632	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54208.26206	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.680	0.016	14.883	0.033	14.142	0.027	99.900	99.900
54211.26709	17.362	0.017	16.240	0.008	15.153	0.007	15.794	0.006	14.857	0.006	14.905	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54213.23198	17.417	0.018	16.308	0.009	15.240	0.008	15.867	0.008	14.942	0.007	15.014	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54217.20942	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.180	0.029	15.654	0.038	14.633	0.030	99.900	99.900
54218.24702	17.565	0.018	16.443	0.007	15.406	0.006	16.015	0.006	15.151	0.005	15.272	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54223.25495	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.492	0.011	99.900	99.900	99.900	99.900	99.900	99.900
54224.26564	17.656	0.027	16.549	0.010	15.580	0.007	16.132	0.008	15.360	0.007	15.505	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54226.29718	99.900	99.900	16.595	0.009	15.637	0.007	16.168	0.007	15.421	0.006	15.598	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54228.22432	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.776	0.007	16.407	0.018	15.075	0.051	99.900	99.900
54230.29847	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.860	0.009	16.608	0.029	99.900	99.900	99.900	99.900
54231.27117	99.900	99.900	16.662	0.008	15.747	0.006	16.252	0.006	15.588	0.006	15.779	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54233.17844	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.052	0.007	16.803	0.037	15.286	0.025	99.900	99.900
54238.18123	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.307	0.008	16.968	0.031	15.453	0.042	99.900	99.900
54239.18637	18.003	0.023	16.792	0.009	15.941	0.007	16.370	0.006	15.845	0.006	16.055	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54244.17553	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.594	0.008	17.445	0.049	15.722	0.032	99.900	99.900
54246.15851	18.167	0.023	16.869	0.007	16.110	0.007	16.480	0.006	16.053	0.006	16.295	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54247.16794	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.744	0.010	17.618	0.074	15.916	0.037	99.900	99.900
54255.18621	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.166	0.008	18.002	0.033	16.252	0.012	16.140	0.041
54256.17932	18.296	0.038	17.009	0.008	16.350	0.006	16.630	0.005	16.384	0.005	16.638	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54257.19446	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.209	0.013	18.247	0.119	16.223	0.057	99.900	99.900
