"name"	"SN2002bo"
"source"	"name"	"<a href='https://www.nhn.ou.edu/~suspect/'>SUSPECT</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=astro-ph/0309665&amp;db_key=AST'>astro-ph/0309665</a>"	"alias"	"2"
"source"	"name"	"<a href='http://heracles.astro.berkeley.edu/sndb/info'>UCB Filippenko Group's Supernova Database (SNDB)</a>"	"alias"	"3"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"4"	"secondary"	"1"
"source"	"name"	"VSNET Oct2003"	"alias"	"5"
"source"	"name"	"S.Benetti et al., 2004, MNRAS, 348, 261;  astro-ph/0309665"	"alias"	"6"
"source"	"name"	"M.Hicken et al., 2009, astro-ph/0901.4787"	"alias"	"7"
"source"	"name"	"G.M.Szabo et al., 2003, A&A, 408, 915; astro-ph/0306606"	"alias"	"8"
"source"	"name"	"K.Krisciunas et al., 2004, AJ, 128, 3034; astro-ph/0409036"	"alias"	"9"
"source"	"name"	"D.Yu.Tsvetkov, 2004 (Reference ""S70"" in S.Benetti et al. (astro-ph/0309665))"	"alias"	"10"
"photometry"	"timeunit"	"MJD"	"time"	"52348.12"	"band"	"R"	"abmag"	"14.39"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52348.32"	"band"	"I"	"instrument"	"kait3"	"abmag"	"14.05400"	"aberr"	"0.01600"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52348.32"	"band"	"R"	"instrument"	"kait3"	"abmag"	"14.10200"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52348.32"	"band"	"V"	"instrument"	"kait3"	"abmag"	"14.43600"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52348.32"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.73600"	"aberr"	"0.01900"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52348.39"	"band"	"I"	"abmag"	"13.86"	"aberr"	"0.04"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52348.39"	"band"	"B"	"abmag"	"14.72"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52348.39"	"band"	"V"	"abmag"	"14.39"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52349.42"	"band"	"B"	"abmag"	"14.47"	"aberr"	"0.04"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52349.66715"	"band"	"B"	"abmag"	"14.434"	"aberr"	"0.022"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52349.66965"	"band"	"V"	"abmag"	"14.139"	"aberr"	"0.025"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52349.67147"	"band"	"R"	"abmag"	"13.833"	"aberr"	"0.019"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52349.67293"	"band"	"I"	"abmag"	"13.821"	"aberr"	"0.025"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52349.85"	"band"	"R"	"abmag"	"13.67"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"52349.85"	"band"	"V"	"abmag"	"13.95"	"source"	"4,8"
"photometry"	"timeunit"	"MJD"	"time"	"52349.99"	"band"	"C"	"abmag"	"13.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52350.06"	"band"	"B"	"abmag"	"14.37"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52350.06"	"band"	"I"	"abmag"	"13.8"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52350.06"	"band"	"R"	"abmag"	"13.82"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52350.06"	"band"	"U"	"abmag"	"14.45"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52350.06"	"band"	"V"	"abmag"	"14.07"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52350.1"	"band"	"C"	"abmag"	"13.59"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52350.16"	"band"	"B"	"abmag"	"14.44"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52350.16"	"band"	"I"	"abmag"	"13.79"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52350.16"	"band"	"R"	"abmag"	"13.83"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52350.16"	"band"	"U"	"abmag"	"14.7"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52350.16"	"band"	"V"	"abmag"	"14.12"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52350.19"	"band"	"C"	"abmag"	"14.1"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52350.39"	"band"	"I"	"abmag"	"13.63"	"aberr"	"0.05"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52350.39"	"band"	"B"	"abmag"	"14.31"	"aberr"	"0.06"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52350.39"	"band"	"V"	"abmag"	"14.07"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52350.83"	"band"	"R"	"abmag"	"14"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52350.9"	"band"	"C"	"abmag"	"13.3"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52350.93"	"band"	"R"	"abmag"	"13.6"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52351.54"	"band"	"B"	"abmag"	"14.22"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52351.55"	"band"	"R"	"abmag"	"13.62"	"aberr"	"0.11"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52351.55"	"band"	"I"	"abmag"	"13.57"	"aberr"	"0.08"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52351.55"	"band"	"B"	"abmag"	"14.22"	"aberr"	"0.05"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52351.55"	"band"	"V"	"abmag"	"13.88"	"aberr"	"0.07"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52351.83"	"band"	"C"	"abmag"	"14.2"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52351.89"	"band"	"C"	"abmag"	"13.9"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52352.25"	"band"	"I"	"abmag"	"13.54"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52352.25"	"band"	"B"	"abmag"	"14.17"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52352.25"	"band"	"V"	"abmag"	"13.88"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52352.30"	"band"	"I"	"instrument"	"kait3"	"abmag"	"13.62600"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52352.30"	"band"	"R"	"instrument"	"kait3"	"abmag"	"13.63800"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52352.30"	"band"	"V"	"instrument"	"kait3"	"abmag"	"13.88400"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52352.30"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.17900"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52352.46"	"band"	"R"	"abmag"	"13.54"	"aberr"	"0.05"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52352.46"	"band"	"I"	"abmag"	"13.56"	"aberr"	"0.04"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52352.46"	"band"	"B"	"abmag"	"14.1"	"aberr"	"0.04"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52352.46"	"band"	"V"	"abmag"	"13.76"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52352.70267"	"band"	"B"	"abmag"	"14.14"	"aberr"	"0.029"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52352.70697"	"band"	"R"	"abmag"	"13.589"	"aberr"	"0.016"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52352.70841"	"band"	"I"	"abmag"	"13.618"	"aberr"	"0.014"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52352.81"	"band"	"R"	"abmag"	"13.9"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52352.88"	"band"	"V"	"abmag"	"13.88"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52352.89"	"band"	"R"	"abmag"	"13.86"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52352.93"	"band"	"C"	"abmag"	"14.1"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52352.97"	"band"	"C"	"abmag"	"14"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52352.99"	"band"	"C"	"abmag"	"13.9"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52353.17"	"band"	"R"	"instrument"	"kait3"	"abmag"	"13.55000"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52353.17"	"band"	"I"	"instrument"	"kait3"	"abmag"	"13.63300"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52353.17"	"band"	"V"	"instrument"	"kait3"	"abmag"	"13.81700"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52353.17"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.11800"	"aberr"	"0.01100"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52353.39"	"band"	"B"	"abmag"	"14.08"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52353.83"	"band"	"R"	"abmag"	"13.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52353.84"	"band"	"I"	"abmag"	"13.65"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52354.15"	"band"	"B"	"abmag"	"14.1"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52354.15"	"band"	"I"	"abmag"	"13.59"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52354.15"	"band"	"R"	"abmag"	"13.54"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52354.15"	"band"	"U"	"abmag"	"14.22"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52354.15"	"band"	"V"	"abmag"	"13.73"	"source"	"4,9"
"photometry"	"timeunit"	"MJD"	"time"	"52354.29"	"band"	"R"	"instrument"	"kait3"	"abmag"	"13.54200"	"aberr"	"0.01200"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52354.29"	"band"	"I"	"instrument"	"kait3"	"abmag"	"13.56800"	"aberr"	"0.01300"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52354.29"	"band"	"V"	"instrument"	"kait3"	"abmag"	"13.73100"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52354.29"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.04100"	"aberr"	"0.01200"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"52354.34"	"band"	"R"	"abmag"	"13.5"	"aberr"	"0.1"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52354.34"	"band"	"I"	"abmag"	"13.55"	"aberr"	"0.1"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52354.34"	"band"	"B"	"abmag"	"14.07"	"aberr"	"0.1"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52354.34"	"band"	"V"	"abmag"	"13.68"	"aberr"	"0.1"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52354.45"	"band"	"B"	"abmag"	"14.08"	"aberr"	"0.07"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52354.67772"	"band"	"B"	"abmag"	"14.06"	"aberr"	"0.047"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52354.6802"	"band"	"V"	"abmag"	"13.697"	"aberr"	"0.026"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52354.682"	"band"	"R"	"abmag"	"13.509"	"aberr"	"0.026"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52354.68345"	"band"	"I"	"abmag"	"13.617"	"aberr"	"0.019"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"52354.81"	"band"	"R"	"abmag"	"13.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52354.85"	"band"	"R"	"abmag"	"14.6"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"52355.19"	"band"	"R"	"instrument"	"kait3"	"abmag"	"13.55200"	"aberr"	"0.01900"	"source"	"3"
