"name"	"SN2002ap"
"source"	"name"	"<a href='https://www.nhn.ou.edu/~suspect/'>SUSPECT</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=astro-ph/0307136&amp;db_key=AST'>astro-ph/0307136</a>"	"alias"	"2"
"source"	"name"	"<a href='http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2002MNRAS.332L..73G&amp;db_key=AST'>2002MNRAS.332L..73G</a>"	"alias"	"3"
"source"	"name"	"<a href='http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=astro-ph/0304010&amp;db_key=AST'>astro-ph/0304010</a>"	"alias"	"4"
"source"	"name"	"<a href='http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=astro-ph/0209507&amp;db_key=AST'>astro-ph/0209507</a>"	"alias"	"5"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2014ApJS..213...19B'>Bianco et al. 2014</a>"	"alias"	"6"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"7"	"secondary"	"1"
"source"	"name"	"VSNET 2003"	"alias"	"8"
"source"	"name"	"R.J.Foley et al., 2003, PASP, 115, 1220; astro-ph/0307136"	"alias"	"9"
"source"	"name"	"A.Gal-Yam, E.O.Ofek, O.Shemmer, 2002, MNRAS, 332, L73; astro-ph/0204008"	"alias"	"10"
"source"	"name"	"Y.Yoshii et al., 2003, ApJ, 592, 467; astro-ph/0304010"	"alias"	"11"
"source"	"name"	"Unknown,?"	"alias"	"12"
"photometry"	"timeunit"	"MJD"	"time"	"52305.79"	"band"	"C"	"abmag"	"13.3"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52305.8"	"band"	"R"	"abmag"	"13.04"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52305.8"	"band"	"R"	"abmag"	"13.2"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52305.86"	"band"	"C"	"abmag"	"13.4"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52305.9"	"band"	"C"	"abmag"	"13"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.06"	"band"	"V"	"abmag"	"13.3"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.10689"	"band"	"U"	"instrument"	"CfA3_4SH"	"abmag"	"13.667"	"aberr"	"0.097"	"source"	"6"
"photometry"	"timeunit"	"MJD"	"time"	"52306.12"	"band"	"V"	"abmag"	"12.803"	"aberr"	"0.021"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52306.12"	"band"	"U"	"abmag"	"13.029"	"aberr"	"0.031"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52306.12"	"band"	"R"	"abmag"	"12.845"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52306.12"	"band"	"B"	"abmag"	"13.172"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52306.12"	"band"	"I"	"abmag"	"13.019"	"aberr"	"0.029"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52306.12"	"band"	"B"	"abmag"	"13.52"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52306.12"	"band"	"I"	"abmag"	"13.15"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52306.12"	"band"	"R"	"abmag"	"13.04"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52306.12"	"band"	"U"	"abmag"	"13.44"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52306.12"	"band"	"V"	"abmag"	"13.07"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52306.12661"	"band"	"U"	"instrument"	"CfA3_4SH"	"abmag"	"13.674"	"aberr"	"0.104"	"source"	"6"
"photometry"	"timeunit"	"MJD"	"time"	"52306.29"	"band"	"C"	"abmag"	"13.3"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.44"	"band"	"V"	"abmag"	"12.95"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.45"	"band"	"I"	"abmag"	"13.13"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.59"	"band"	"C"	"abmag"	"13.2"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.7"	"band"	"V"	"abmag"	"13.14"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.73"	"band"	"I"	"abmag"	"13.0711"	"aberr"	"0.004"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52306.73"	"band"	"U"	"abmag"	"13.552"	"aberr"	"0.026"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52306.73"	"band"	"B"	"abmag"	"13.527"	"aberr"	"0.006"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52306.73"	"band"	"V"	"abmag"	"12.9344"	"aberr"	"0.004"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52306.73"	"band"	"R"	"abmag"	"12.9577"	"aberr"	"0.004"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52306.73"	"band"	"B"	"abmag"	"13.53"	"source"	"7,10"
"photometry"	"timeunit"	"MJD"	"time"	"52306.73"	"band"	"I"	"abmag"	"13.07"	"source"	"7,10"
"photometry"	"timeunit"	"MJD"	"time"	"52306.73"	"band"	"R"	"abmag"	"12.96"	"source"	"7,10"
"photometry"	"timeunit"	"MJD"	"time"	"52306.73"	"band"	"U"	"abmag"	"13.55"	"source"	"7,10"
"photometry"	"timeunit"	"MJD"	"time"	"52306.73"	"band"	"V"	"abmag"	"12.93"	"source"	"7,10"
"photometry"	"timeunit"	"MJD"	"time"	"52306.75"	"band"	"B"	"abmag"	"13.36"	"source"	"7,11"
"photometry"	"timeunit"	"MJD"	"time"	"52306.75"	"band"	"C"	"abmag"	"13"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.75"	"band"	"R"	"abmag"	"12.8"	"source"	"7,11"
"photometry"	"timeunit"	"MJD"	"time"	"52306.75"	"band"	"U"	"abmag"	"13.39"	"source"	"7,11"
"photometry"	"timeunit"	"MJD"	"time"	"52306.75"	"band"	"V"	"abmag"	"12.82"	"source"	"7,11"
"photometry"	"timeunit"	"MJD"	"time"	"52306.77"	"band"	"C"	"abmag"	"13.1"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.77"	"band"	"C"	"abmag"	"13"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.78"	"band"	"R"	"abmag"	"13.1"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.79"	"band"	"C"	"abmag"	"12.9"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.79"	"band"	"C"	"abmag"	"13.45"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.79"	"band"	"V"	"abmag"	"12.92"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.79"	"band"	"V"	"abmag"	"13.15"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.8"	"band"	"B"	"abmag"	"13.27"	"source"	"7,12"
"photometry"	"timeunit"	"MJD"	"time"	"52306.8"	"band"	"B"	"abmag"	"13.46"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.8"	"band"	"C"	"abmag"	"13"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.8"	"band"	"C"	"abmag"	"13.5"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.8"	"band"	"I"	"abmag"	"13.02"	"source"	"7,12"
"photometry"	"timeunit"	"MJD"	"time"	"52306.8"	"band"	"R"	"abmag"	"12.88"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.8"	"band"	"R"	"abmag"	"12.89"	"source"	"7,12"
"photometry"	"timeunit"	"MJD"	"time"	"52306.8"	"band"	"U"	"abmag"	"13.48"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.8"	"band"	"V"	"abmag"	"12.79"	"source"	"7,12"
"photometry"	"timeunit"	"MJD"	"time"	"52306.81"	"band"	"R"	"abmag"	"12.9"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.82"	"band"	"C"	"abmag"	"13"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52306.87"	"band"	"C"	"abmag"	"12.8"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.05"	"band"	"V"	"abmag"	"12.9"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.06"	"band"	"V"	"abmag"	"13.02"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.12"	"band"	"V"	"abmag"	"12.575"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52307.12"	"band"	"U"	"abmag"	"12.933"	"aberr"	"0.037"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52307.12"	"band"	"R"	"abmag"	"12.651"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52307.12"	"band"	"B"	"abmag"	"12.978"	"aberr"	"0.021"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52307.12"	"band"	"I"	"abmag"	"12.837"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52307.12"	"band"	"B"	"abmag"	"13.33"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52307.12"	"band"	"I"	"abmag"	"12.96"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52307.12"	"band"	"R"	"abmag"	"12.85"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52307.12"	"band"	"U"	"abmag"	"13.35"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52307.12"	"band"	"V"	"abmag"	"12.84"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52307.22"	"band"	"C"	"abmag"	"13"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.25"	"band"	"V"	"abmag"	"12.82"	"aberr"	"0.01"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"52307.25"	"band"	"R"	"abmag"	"12.8"	"aberr"	"0.02"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"52307.25"	"band"	"U"	"abmag"	"13.39"	"aberr"	"0.05"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"52307.25"	"band"	"B"	"abmag"	"13.36"	"aberr"	"0.02"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"52307.4"	"band"	"B"	"abmag"	"13.34"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.43"	"band"	"R"	"abmag"	"12.79"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.43"	"band"	"V"	"abmag"	"12.82"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.45"	"band"	"U"	"abmag"	"13.51"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.61"	"band"	"R"	"abmag"	"12.95"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.61"	"band"	"V"	"abmag"	"12.86"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.62"	"band"	"B"	"abmag"	"12.94"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.62"	"band"	"R"	"abmag"	"12.95"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.62"	"band"	"V"	"abmag"	"12.86"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.63"	"band"	"B"	"abmag"	"12.97"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.63"	"band"	"V"	"abmag"	"12.84"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.64"	"band"	"B"	"abmag"	"12.94"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.64"	"band"	"R"	"abmag"	"12.99"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.64"	"band"	"V"	"abmag"	"12.88"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.65"	"band"	"B"	"abmag"	"12.97"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.65"	"band"	"R"	"abmag"	"12.93"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.66"	"band"	"R"	"abmag"	"12.91"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.68"	"band"	"U"	"abmag"	"13.285"	"aberr"	"0.058"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52307.68"	"band"	"B"	"abmag"	"13.381"	"aberr"	"0.007"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52307.68"	"band"	"U"	"abmag"	"13.29"	"source"	"7,10"
"photometry"	"timeunit"	"MJD"	"time"	"52307.69"	"band"	"I"	"abmag"	"12.9291"	"aberr"	"0.01"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52307.69"	"band"	"V"	"abmag"	"12.7664"	"aberr"	"0.004"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52307.69"	"band"	"R"	"abmag"	"12.7937"	"aberr"	"0.005"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52307.69"	"band"	"B"	"abmag"	"13.38"	"source"	"7,10"
"photometry"	"timeunit"	"MJD"	"time"	"52307.69"	"band"	"I"	"abmag"	"12.93"	"source"	"7,10"
"photometry"	"timeunit"	"MJD"	"time"	"52307.69"	"band"	"R"	"abmag"	"12.79"	"source"	"7,10"
"photometry"	"timeunit"	"MJD"	"time"	"52307.69"	"band"	"V"	"abmag"	"12.77"	"source"	"7,10"
"photometry"	"timeunit"	"MJD"	"time"	"52307.71"	"band"	"V"	"abmag"	"12.83"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.73"	"band"	"C"	"abmag"	"13"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.73"	"band"	"C"	"abmag"	"13.02"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.73"	"band"	"I"	"abmag"	"12.85"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.73"	"band"	"R"	"abmag"	"12.73"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.73"	"band"	"V"	"abmag"	"12.71"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.74"	"band"	"C"	"abmag"	"12.7"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.74"	"band"	"C"	"abmag"	"12.41"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.74"	"band"	"V"	"abmag"	"12.41"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.75"	"band"	"C"	"abmag"	"12.7"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.75"	"band"	"C"	"abmag"	"12.9"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.75"	"band"	"R"	"abmag"	"12.7"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.76"	"band"	"R"	"abmag"	"12.66"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.77"	"band"	"C"	"abmag"	"12.7"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.77"	"band"	"C"	"abmag"	"12.8"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.77"	"band"	"C"	"abmag"	"13.4"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.78"	"band"	"C"	"abmag"	"12.6"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.78"	"band"	"R"	"abmag"	"12.95"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.79"	"band"	"C"	"abmag"	"13.3"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.79"	"band"	"C"	"abmag"	"12.7"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.8"	"band"	"B"	"abmag"	"13.13"	"source"	"7,12"
"photometry"	"timeunit"	"MJD"	"time"	"52307.8"	"band"	"B"	"abmag"	"13.3"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.8"	"band"	"C"	"abmag"	"12.9"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.8"	"band"	"I"	"abmag"	"12.87"	"source"	"7,12"
"photometry"	"timeunit"	"MJD"	"time"	"52307.8"	"band"	"R"	"abmag"	"12.79"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.8"	"band"	"R"	"abmag"	"12.71"	"source"	"7,12"
"photometry"	"timeunit"	"MJD"	"time"	"52307.8"	"band"	"R"	"abmag"	"12.6"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.8"	"band"	"U"	"abmag"	"13.35"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.8"	"band"	"V"	"abmag"	"12.62"	"source"	"7,12"
"photometry"	"timeunit"	"MJD"	"time"	"52307.8"	"band"	"V"	"abmag"	"13"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.81"	"band"	"R"	"abmag"	"12.9"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.81"	"band"	"R"	"abmag"	"13"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.84"	"band"	"R"	"abmag"	"12.85"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52307.88"	"band"	"R"	"abmag"	"13.8"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.1"	"band"	"C"	"abmag"	"12.7"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.12"	"band"	"V"	"abmag"	"12.41"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52308.12"	"band"	"U"	"abmag"	"12.859"	"aberr"	"0.039"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52308.12"	"band"	"R"	"abmag"	"12.49"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52308.12"	"band"	"B"	"abmag"	"12.857"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52308.12"	"band"	"I"	"abmag"	"12.718"	"aberr"	"0.023"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52308.12"	"band"	"B"	"abmag"	"13.21"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52308.12"	"band"	"I"	"abmag"	"12.85"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52308.12"	"band"	"R"	"abmag"	"12.69"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52308.12"	"band"	"U"	"abmag"	"13.27"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52308.12"	"band"	"V"	"abmag"	"12.67"	"source"	"7,9"
"photometry"	"timeunit"	"MJD"	"time"	"52308.13"	"band"	"V"	"abmag"	"12.66"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.15"	"band"	"I"	"abmag"	"12.88"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.16"	"band"	"R"	"abmag"	"12.66"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.17"	"band"	"C"	"abmag"	"12.81"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.2"	"band"	"I"	"abmag"	"12.62"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.26"	"band"	"C"	"abmag"	"12.5"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.55"	"band"	"V"	"abmag"	"12.7"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.56"	"band"	"R"	"abmag"	"12.73"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.58"	"band"	"B"	"abmag"	"12.79"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.71"	"band"	"V"	"abmag"	"12.83"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.74"	"band"	"C"	"abmag"	"12.5"	"source"	"7,8"
"photometry"	"timeunit"	"MJD"	"time"	"52308.74"	"band"	"C"	"abmag"	"12.8"	"source"	"7,8"
