"name"	"SN1998aq"
"source"	"name"	"<a href='https://www.cfa.harvard.edu/supernova/SNarchive.html'>CfA Supernova Archive</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2005ApJ...627..579R'>2005ApJ...627..579R</a>"	"alias"	"2"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"3"	"secondary"	"1"
"source"	"name"	"VSNET 2001"	"alias"	"4"
"source"	"name"	"D.Yu.Tsvetkov, N.N.Pavlyuk. In preparation."	"alias"	"5"
"photometry"	"timeunit"	"MJD"	"time"	"50920.145"	"band"	"B"	"abmag"	"13.551"	"aberr"	"0.027"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50920.145"	"band"	"V"	"abmag"	"13.708"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50920.145"	"band"	"R"	"abmag"	"13.613"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50920.145"	"band"	"I"	"abmag"	"13.607"	"aberr"	"0.015"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50920.49"	"band"	"C"	"abmag"	"13.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50920.82"	"band"	"C"	"abmag"	"13.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50920.83"	"band"	"C"	"abmag"	"13.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50920.85"	"band"	"C"	"abmag"	"13.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50921.143"	"band"	"U"	"abmag"	"12.414"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50921.143"	"band"	"B"	"abmag"	"13.264"	"aberr"	"0.022"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50921.143"	"band"	"V"	"abmag"	"13.431"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50921.143"	"band"	"R"	"abmag"	"13.328"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50921.143"	"band"	"I"	"abmag"	"13.359"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50921.29"	"band"	"C"	"abmag"	"13.1"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50921.66"	"band"	"C"	"abmag"	"13"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50921.92"	"band"	"C"	"abmag"	"13.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50921.92"	"band"	"C"	"abmag"	"13.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50921.94"	"band"	"C"	"abmag"	"13.1"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50921.95"	"band"	"C"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50922.138"	"band"	"U"	"abmag"	"12.202"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50922.138"	"band"	"B"	"abmag"	"13.046"	"aberr"	"0.022"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50922.138"	"band"	"V"	"abmag"	"13.208"	"aberr"	"0.012"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50922.138"	"band"	"R"	"abmag"	"13.110"	"aberr"	"0.011"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50922.138"	"band"	"I"	"abmag"	"13.160"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50922.35"	"band"	"C"	"abmag"	"13.15"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50922.47"	"band"	"C"	"abmag"	"12.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50922.52"	"band"	"C"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50922.58"	"band"	"C"	"abmag"	"12.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50922.84"	"band"	"C"	"abmag"	"12.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50922.93"	"band"	"C"	"abmag"	"12.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50923.1"	"band"	"C"	"abmag"	"13"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50923.161"	"band"	"U"	"abmag"	"12.030"	"aberr"	"0.020"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50923.161"	"band"	"B"	"abmag"	"12.861"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50923.161"	"band"	"V"	"abmag"	"13.036"	"aberr"	"0.013"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50923.161"	"band"	"R"	"abmag"	"12.930"	"aberr"	"0.013"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50923.161"	"band"	"I"	"abmag"	"13.010"	"aberr"	"0.014"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50923.162"	"band"	"U"	"abmag"	"12.031"	"aberr"	"0.026"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50923.162"	"band"	"B"	"abmag"	"12.867"	"aberr"	"0.020"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50923.162"	"band"	"V"	"abmag"	"13.029"	"aberr"	"0.014"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50923.162"	"band"	"R"	"abmag"	"12.929"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50923.162"	"band"	"I"	"abmag"	"13.005"	"aberr"	"0.021"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50923.46"	"band"	"C"	"abmag"	"12.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50923.55"	"band"	"C"	"abmag"	"12.88"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50923.56"	"band"	"C"	"abmag"	"12.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50923.57"	"band"	"C"	"abmag"	"12.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50923.6"	"band"	"C"	"abmag"	"12.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50923.62"	"band"	"C"	"abmag"	"12.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50923.88"	"band"	"C"	"abmag"	"12.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50923.89"	"band"	"C"	"abmag"	"12.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50924.0"	"band"	"C"	"abmag"	"12.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50924.01"	"band"	"C"	"abmag"	"12.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50924.15"	"band"	"U"	"abmag"	"11.921"	"aberr"	"0.015"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50924.15"	"band"	"B"	"abmag"	"12.729"	"aberr"	"0.021"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50924.15"	"band"	"V"	"abmag"	"12.881"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50924.15"	"band"	"R"	"abmag"	"12.788"	"aberr"	"0.014"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50924.15"	"band"	"I"	"abmag"	"12.879"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50924.151"	"band"	"U"	"abmag"	"11.916"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50924.151"	"band"	"B"	"abmag"	"12.718"	"aberr"	"0.030"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50924.151"	"band"	"V"	"abmag"	"12.885"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50924.151"	"band"	"R"	"abmag"	"12.790"	"aberr"	"0.014"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50924.151"	"band"	"I"	"abmag"	"12.874"	"aberr"	"0.026"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50924.25"	"band"	"C"	"abmag"	"12.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50924.29"	"band"	"C"	"abmag"	"12.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50924.31"	"band"	"C"	"abmag"	"12.74"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50924.6"	"band"	"C"	"abmag"	"12.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50924.9"	"band"	"C"	"abmag"	"12.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50925.1"	"band"	"C"	"abmag"	"12.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50925.26"	"band"	"C"	"abmag"	"12.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50925.274"	"band"	"U"	"abmag"	"11.812"	"aberr"	"0.014"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50925.274"	"band"	"B"	"abmag"	"12.600"	"aberr"	"0.030"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50925.274"	"band"	"V"	"abmag"	"12.766"	"aberr"	"0.025"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50925.274"	"band"	"R"	"abmag"	"12.670"	"aberr"	"0.026"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50925.274"	"band"	"I"	"abmag"	"12.776"	"aberr"	"0.023"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50925.277"	"band"	"U"	"abmag"	"11.816"	"aberr"	"0.010"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50925.277"	"band"	"B"	"abmag"	"12.605"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50925.277"	"band"	"V"	"abmag"	"12.777"	"aberr"	"0.015"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50925.277"	"band"	"R"	"abmag"	"12.661"	"aberr"	"0.027"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50925.277"	"band"	"I"	"abmag"	"12.774"	"aberr"	"0.026"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50925.28"	"band"	"V"	"abmag"	"12.752"	"aberr"	"0.023"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50925.29"	"band"	"V"	"abmag"	"12.754"	"aberr"	"0.028"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50925.291"	"band"	"B"	"abmag"	"12.596"	"aberr"	"0.043"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50925.291"	"band"	"V"	"abmag"	"12.763"	"aberr"	"0.030"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50925.291"	"band"	"R"	"abmag"	"12.661"	"aberr"	"0.021"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50925.291"	"band"	"I"	"abmag"	"12.775"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50925.49"	"band"	"C"	"abmag"	"12.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50925.54"	"band"	"C"	"abmag"	"12.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50925.83"	"band"	"C"	"abmag"	"12.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50925.86"	"band"	"C"	"abmag"	"12.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50925.93"	"band"	"C"	"abmag"	"12.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50925.94"	"band"	"C"	"abmag"	"12.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50926.01"	"band"	"C"	"abmag"	"12.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50926.1"	"band"	"C"	"abmag"	"12.59"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50926.248"	"band"	"U"	"abmag"	"11.732"	"aberr"	"0.065"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50926.248"	"band"	"B"	"abmag"	"12.523"	"aberr"	"0.047"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50926.248"	"band"	"V"	"abmag"	"12.666"	"aberr"	"0.025"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50926.248"	"band"	"R"	"abmag"	"12.602"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50926.248"	"band"	"I"	"abmag"	"12.737"	"aberr"	"0.022"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50926.248"	"band"	"U"	"abmag"	"11.745"	"aberr"	"0.049"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50926.248"	"band"	"B"	"abmag"	"12.522"	"aberr"	"0.043"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50926.248"	"band"	"V"	"abmag"	"12.666"	"aberr"	"0.020"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50926.248"	"band"	"R"	"abmag"	"12.615"	"aberr"	"0.051"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50926.248"	"band"	"I"	"abmag"	"12.745"	"aberr"	"0.022"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50926.36"	"band"	"C"	"abmag"	"12.73"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50926.8"	"band"	"C"	"abmag"	"12.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50926.84"	"band"	"C"	"abmag"	"12.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50926.99"	"band"	"C"	"abmag"	"12.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50927.0"	"band"	"C"	"abmag"	"12.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50927.09"	"band"	"C"	"abmag"	"12.61"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50927.31"	"band"	"C"	"abmag"	"12.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50927.33"	"band"	"C"	"abmag"	"12.66"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50927.94"	"band"	"C"	"abmag"	"12.1"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50928.255"	"band"	"U"	"abmag"	"11.715"	"aberr"	"0.015"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50928.255"	"band"	"B"	"abmag"	"12.419"	"aberr"	"0.027"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50928.255"	"band"	"V"	"abmag"	"12.531"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50928.255"	"band"	"R"	"abmag"	"12.501"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50928.255"	"band"	"I"	"abmag"	"12.699"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50928.255"	"band"	"U"	"abmag"	"11.704"	"aberr"	"0.032"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50928.255"	"band"	"B"	"abmag"	"12.410"	"aberr"	"0.029"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50928.255"	"band"	"V"	"abmag"	"12.537"	"aberr"	"0.022"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50928.255"	"band"	"R"	"abmag"	"12.486"	"aberr"	"0.025"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50928.255"	"band"	"I"	"abmag"	"12.701"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50928.26"	"band"	"C"	"abmag"	"12.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50928.72"	"band"	"C"	"abmag"	"12.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50928.8"	"band"	"C"	"abmag"	"12.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50928.81"	"band"	"C"	"abmag"	"12.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50928.94"	"band"	"C"	"abmag"	"12.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50929.11"	"band"	"C"	"abmag"	"12.49"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50929.31"	"band"	"C"	"abmag"	"12.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50929.38"	"band"	"C"	"abmag"	"12.53"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50929.51"	"band"	"C"	"abmag"	"12.1"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50929.83"	"band"	"C"	"abmag"	"12.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50929.92"	"band"	"C"	"abmag"	"12.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50929.92"	"band"	"C"	"abmag"	"11.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50929.98"	"band"	"C"	"abmag"	"12.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50930.1"	"band"	"C"	"abmag"	"12.47"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50930.27"	"band"	"U"	"abmag"	"11.723"	"aberr"	"0.026"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50930.27"	"band"	"B"	"abmag"	"12.357"	"aberr"	"0.028"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50930.27"	"band"	"V"	"abmag"	"12.479"	"aberr"	"0.021"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50930.27"	"band"	"R"	"abmag"	"12.445"	"aberr"	"0.014"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50930.27"	"band"	"I"	"abmag"	"12.747"	"aberr"	"0.021"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50930.271"	"band"	"U"	"abmag"	"11.736"	"aberr"	"0.043"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50930.271"	"band"	"B"	"abmag"	"12.358"	"aberr"	"0.028"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50930.271"	"band"	"V"	"abmag"	"12.469"	"aberr"	"0.015"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50930.271"	"band"	"R"	"abmag"	"12.446"	"aberr"	"0.014"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50930.271"	"band"	"I"	"abmag"	"12.743"	"aberr"	"0.021"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50930.32"	"band"	"C"	"abmag"	"12.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50930.54"	"band"	"C"	"abmag"	"12.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50930.8"	"band"	"C"	"abmag"	"12.4"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50930.8"	"band"	"C"	"abmag"	"12.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50931.0"	"band"	"C"	"abmag"	"11.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50931.1"	"band"	"C"	"abmag"	"12.49"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50931.25"	"band"	"C"	"abmag"	"12"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50931.297"	"band"	"U"	"abmag"	"11.785"	"aberr"	"0.045"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50931.297"	"band"	"B"	"abmag"	"12.365"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50931.297"	"band"	"V"	"abmag"	"12.458"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50931.297"	"band"	"R"	"abmag"	"12.434"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50931.297"	"band"	"I"	"abmag"	"12.774"	"aberr"	"0.020"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50931.298"	"band"	"U"	"abmag"	"11.771"	"aberr"	"0.054"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50931.298"	"band"	"B"	"abmag"	"12.366"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50931.298"	"band"	"V"	"abmag"	"12.465"	"aberr"	"0.013"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50931.298"	"band"	"R"	"abmag"	"12.436"	"aberr"	"0.015"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50931.298"	"band"	"I"	"abmag"	"12.768"	"aberr"	"0.020"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50931.4"	"band"	"C"	"abmag"	"12.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50931.49"	"band"	"C"	"abmag"	"12.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50931.6"	"band"	"C"	"abmag"	"12.1"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50931.66"	"band"	"C"	"abmag"	"12"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50931.8"	"band"	"C"	"abmag"	"12.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50931.91"	"band"	"C"	"abmag"	"12"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50931.98"	"band"	"C"	"abmag"	"12.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50932.0"	"band"	"C"	"abmag"	"12.1"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50932.1"	"band"	"C"	"abmag"	"12.47"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50932.247"	"band"	"U"	"abmag"	"11.825"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50932.247"	"band"	"B"	"abmag"	"12.375"	"aberr"	"0.020"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50932.247"	"band"	"V"	"abmag"	"12.465"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50932.247"	"band"	"R"	"abmag"	"12.443"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50932.247"	"band"	"I"	"abmag"	"12.843"	"aberr"	"0.026"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50932.247"	"band"	"U"	"abmag"	"11.819"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50932.247"	"band"	"B"	"abmag"	"12.378"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50932.247"	"band"	"V"	"abmag"	"12.467"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50932.247"	"band"	"R"	"abmag"	"12.454"	"aberr"	"0.013"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50932.247"	"band"	"I"	"abmag"	"12.816"	"aberr"	"0.031"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50932.28"	"band"	"C"	"abmag"	"12.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50932.48"	"band"	"C"	"abmag"	"12.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50932.87"	"band"	"C"	"abmag"	"12.3"	"source"	"3,4"
