2002ap R 52320.10929 12.542 0.037 CfA3_4SH
2002ap R 52343.10230 13.861 0.021 CfA3_4SH
2002ap R 52453.47515 15.747 0.022 CfA3_4SH
2002ap R 52468.45207 16.007 0.023 CfA3_4SH
2002ap R 52579.27126 17.890 0.040 CfA3_4SH
2002ap R 52579.28403 17.895 0.092 CfA3_4SH
2002ap R 52580.36126 17.839 0.033 CfA3_4SH
2002ap R 52614.19352 18.367 0.029 CfA3_4SH
2002ap I 52320.11038 12.040 0.039 CfA3_4SH
2002ap I 52343.10341 12.870 0.031 CfA3_4SH
2002ap I 52453.46586 14.988 0.025 CfA3_4SH
2002ap I 52453.47661 14.983 0.021 CfA3_4SH
2002ap I 52468.45385 15.239 0.028 CfA3_4SH
2002ap I 52579.27370 17.247 0.045 CfA3_4SH
2003jd B 52942.20172 16.387 0.025 CfA3_4SH
2003jd B 52943.11882 16.350 0.025 CfA3_4SH
2003jd B 52944.22148 16.442 0.027 CfA3_4SH
2003jd B 52966.19946 18.651 0.033 CfA3_4SH
2003jd B 52978.11222 18.931 0.047 CfA3_4SH
2003jd B 52984.07727 19.087 0.046 CfA3_4SH
2003jd B 52987.10765 19.242 0.068 CfA3_4SH
2003jd B 52989.06470 19.219 0.056 CfA3_4SH
2003jd B 52990.05983 19.208 0.077 CfA3_4SH
2003jd B 52995.06949 19.263 0.049 CfA3_4SH
2003jd B 53011.09898 19.441 0.098 CfA3_4SH
2003jd B 53014.07464 19.557 0.099 CfA3_4SH
2003jd V 52941.17411 15.939 0.018 CfA3_4SH
2003jd V 52943.11267 15.907 0.017 CfA3_4SH
2003jd V 52944.21326 15.910 0.021 CfA3_4SH
2003jd V 52966.19334 17.430 0.017 CfA3_4SH
2003jd V 52967.22098 17.497 0.019 CfA3_4SH
2003jd V 52987.08356 18.278 0.066 CfA3_4SH
2003jd V 52987.10153 18.285 0.050 CfA3_4SH
2003jd V 52989.05856 18.310 0.039 CfA3_4SH
2003jd V 52990.07068 18.280 0.032 CfA3_4SH
2003jd V 52991.07775 18.359 0.026 CfA3_4SH
2003jd V 52992.12624 18.413 0.030 CfA3_4SH
2003jd V 52995.06334 18.383 0.029 CfA3_4SH
2003jd V 53011.09286 18.859 0.060 CfA3_4SH
2003jd V 53013.08053 18.849 0.044 CfA3_4SH
2003jd V 53014.07784 18.827 0.047 CfA3_4SH
2003jd V 53017.09108 18.876 0.048 CfA3_4SH
2003jd R 52944.21785 15.877 0.045 CfA3_4SH
2003jd R 52967.22346 17.074 0.039 CfA3_4SH
2003jd R 52978.10859 17.569 0.032 CfA3_4SH
2003jd R 52987.08605 17.852 0.050 CfA3_4SH
2003jd R 52987.10402 17.868 0.056 CfA3_4SH
2003jd R 52989.06106 17.883 0.029 CfA3_4SH
2003jd R 52989.07479 17.899 0.029 CfA3_4SH
2003jd R 52990.07316 17.889 0.033 CfA3_4SH
2003jd R 52991.08024 17.999 0.035 CfA3_4SH
2003jd R 52992.12872 18.018 0.031 CfA3_4SH
2003jd R 52995.06583 18.036 0.030 CfA3_4SH
2003jd R 53011.09535 18.544 0.039 CfA3_4SH
2003jd R 53013.08302 18.613 0.047 CfA3_4SH
2003jd R 53014.08032 18.558 0.050 CfA3_4SH
2003jd R 53017.09356 18.610 0.050 CfA3_4SH
2003jd I 52941.17838 15.680 0.023 CfA3_4SH
2003jd I 52942.19985 15.646 0.028 CfA3_4SH
2003jd I 52943.11697 15.609 0.024 CfA3_4SH
2003jd I 52944.21963 15.663 0.027 CfA3_4SH
2003jd I 52978.11038 16.929 0.027 CfA3_4SH
2003jd I 52984.07543 17.115 0.029 CfA3_4SH
2003jd I 52987.08784 17.202 0.038 CfA3_4SH
2003jd I 52987.10581 17.298 0.037 CfA3_4SH
2003jd I 52989.06284 17.270 0.033 CfA3_4SH
2003jd I 52990.05797 17.283 0.041 CfA3_4SH
2003jd I 52990.07494 17.266 0.040 CfA3_4SH
2003jd I 52991.08204 17.348 0.029 CfA3_4SH
2003jd I 52992.13052 17.418 0.028 CfA3_4SH
2003jd I 52999.10990 17.452 0.128 CfA3_4SH
2003jd I 53011.09712 17.857 0.040 CfA3_4SH
2003jd I 53013.08481 17.943 0.047 CfA3_4SH
2003jd I 53014.08211 17.925 0.057 CfA3_4SH
2003jd I 53017.09535 17.961 0.054 CfA3_4SH
2004ao U 53090.45078 17.724 0.107 CfA3_4SH
2004ao B 53079.50806 17.061 0.019 CfA3_4SH
2004ao B 53081.49244 17.114 0.016 CfA3_4SH
2004ao B 53083.41683 17.176 0.021 CfA3_4SH
2004ao B 53085.43528 17.234 0.021 CfA3_4SH
2004ao B 53090.43181 17.291 0.019 CfA3_4SH
2004ao B 53090.44825 17.335 0.020 CfA3_4SH
2004ao B 53091.46207 17.316 0.016 CfA3_4SH
2004ao B 53091.48006 17.328 0.017 CfA3_4SH
2004ao B 53093.43527 17.327 0.016 CfA3_4SH
2004ao B 53110.47919 17.469 0.016 CfA3_4SH
2004ao B 53112.37912 17.447 0.017 CfA3_4SH
2004ao B 53117.42260 17.471 0.015 CfA3_4SH
2004ao B 53121.39259 17.541 0.017 CfA3_4SH
2004ao B 53145.34711 17.743 0.017 CfA3_4SH
2004ao B 53174.34968 18.038 0.021 CfA3_4SH
2004ao B 53175.33667 18.037 0.019 CfA3_4SH
2004ao V 53079.50334 15.705 0.011 CfA3_4SH
2004ao V 53081.48773 15.764 0.012 CfA3_4SH
2004ao V 53083.41213 15.842 0.012 CfA3_4SH
2004ao V 53085.42917 15.901 0.014 CfA3_4SH
2004ao V 53090.42707 16.020 0.012 CfA3_4SH
2004ao V 53090.44351 16.007 0.011 CfA3_4SH
2004ao V 53091.45735 16.031 0.014 CfA3_4SH
2004ao V 53091.47532 16.051 0.012 CfA3_4SH
2004ao V 53093.43056 16.054 0.012 CfA3_4SH
2004ao V 53110.47447 16.302 0.013 CfA3_4SH
2004ao V 53112.37302 16.313 0.013 CfA3_4SH
2004ao V 53117.41650 16.383 0.011 CfA3_4SH
2004ao V 53121.38650 16.417 0.015 CfA3_4SH
2004ao V 53142.26688 16.677 0.019 CfA3_4SH
2004ao V 53145.34102 16.722 0.012 CfA3_4SH
2004ao V 53174.34356 17.120 0.015 CfA3_4SH
2004ao V 53175.33056 17.167 0.013 CfA3_4SH
2004ao R 53079.50512 15.083 0.012 CfA3_4SH
2004ao R 53081.48950 15.149 0.015 CfA3_4SH
2004ao R 53083.41390 15.215 0.013 CfA3_4SH
2004ao R 53085.43163 15.275 0.013 CfA3_4SH
2004ao R 53090.42887 15.392 0.012 CfA3_4SH
2004ao R 53090.44530 15.395 0.013 CfA3_4SH
2004ao R 53091.45913 15.423 0.012 CfA3_4SH
2004ao R 53091.47711 15.419 0.012 CfA3_4SH
2004ao R 53093.43234 15.464 0.014 CfA3_4SH
2004ao R 53110.47624 15.774 0.014 CfA3_4SH
2004ao R 53112.37550 15.801 0.014 CfA3_4SH
2004ao R 53117.41897 15.882 0.010 CfA3_4SH
2004ao R 53121.38897 15.953 0.012 CfA3_4SH
2004ao R 53142.26935 16.261 0.018 CfA3_4SH
2004ao R 53145.34348 16.314 0.012 CfA3_4SH
2004ao R 53174.34604 16.781 0.014 CfA3_4SH
2004ao R 53175.33303 16.791 0.013 CfA3_4SH
2004ao I 53079.50655 14.593 0.016 CfA3_4SH
2004ao I 53081.49095 14.627 0.018 CfA3_4SH
2004ao I 53083.41532 14.722 0.017 CfA3_4SH
2004ao I 53085.43341 14.773 0.016 CfA3_4SH
2004ao I 53090.43030 14.887 0.015 CfA3_4SH
2004ao I 53090.44675 14.870 0.015 CfA3_4SH
2004ao I 53091.46056 14.871 0.018 CfA3_4SH
2004ao I 53091.47854 14.857 0.019 CfA3_4SH
2004ao I 53093.43376 14.864 0.020 CfA3_4SH
2004ao I 53110.47769 15.200 0.015 CfA3_4SH
2004ao I 53112.37727 15.195 0.018 CfA3_4SH
2004ao I 53117.42076 15.287 0.015 CfA3_4SH
2004ao I 53121.39075 15.331 0.019 CfA3_4SH
2004ao I 53145.34527 15.696 0.016 CfA3_4SH
2004ao I 53174.34781 16.175 0.017 CfA3_4SH
2004ao I 53175.33480 16.198 0.017 CfA3_4SH
2004aw U 53085.33138 17.793 0.055 CfA3_4SH
2004aw U 53091.45057 18.410 0.114 CfA3_4SH
2004aw U 53092.45080 18.383 0.101 CfA3_4SH
2004aw U 53118.36512 19.595 0.186 CfA3_4SH
2004aw U 53146.28803 19.861 0.199 CfA3_4SH
2004aw U 53176.23212 19.938 0.249 CfA3_4SH
2004aw B 53085.32315 17.923 0.033 CfA3_4SH
2004aw B 53087.26940 17.930 0.047 CfA3_4SH
2004aw B 53091.44736 18.109 0.047 CfA3_4SH
2004aw B 53092.44760 18.124 0.036 CfA3_4SH
2004aw B 53096.23422 18.476 0.058 CfA3_4SH
2004aw B 53112.27721 19.171 0.059 CfA3_4SH
2004aw B 53115.15058 19.205 0.061 CfA3_4SH
2004aw B 53118.36191 19.378 0.059 CfA3_4SH
2004aw B 53135.19226 19.644 0.124 CfA3_4SH
2004aw B 53136.26209 19.654 0.088 CfA3_4SH
2004aw B 53136.26527 19.594 0.078 CfA3_4SH
2004aw B 53140.20785 19.773 0.176 CfA3_4SH
2004aw B 53146.28483 19.463 0.176 CfA3_4SH
2004aw B 53176.22892 19.634 0.096 CfA3_4SH
2004aw V 53085.31530 17.370 0.024 CfA3_4SH
2004aw V 53086.23280 17.283 0.038 CfA3_4SH
2004aw V 53087.26331 17.268 0.027 CfA3_4SH
2004aw V 53091.44123 17.119 0.021 CfA3_4SH
2004aw V 53092.44150 17.213 0.019 CfA3_4SH
2004aw V 53096.22812 17.255 0.024 CfA3_4SH
2004aw V 53109.30067 17.879 0.033 CfA3_4SH
2004aw V 53112.27111 18.010 0.032 CfA3_4SH
2004aw V 53118.35580 18.278 0.047 CfA3_4SH
2004aw V 53135.18792 18.545 0.040 CfA3_4SH
2004aw V 53135.19546 18.557 0.050 CfA3_4SH
2004aw V 53136.25956 18.683 0.064 CfA3_4SH
2004aw V 53136.26847 18.673 0.063 CfA3_4SH
2004aw V 53140.21106 18.764 0.058 CfA3_4SH
2004aw V 53146.27876 18.815 0.061 CfA3_4SH
2004aw V 53176.22285 18.903 0.059 CfA3_4SH
2004aw R 53085.31799 17.040 0.023 CfA3_4SH
2004aw R 53086.23527 17.089 0.054 CfA3_4SH
2004aw R 53087.26578 16.926 0.024 CfA3_4SH
2004aw R 53091.44372 16.802 0.037 CfA3_4SH
2004aw R 53092.44398 16.807 0.022 CfA3_4SH
2004aw R 53096.23059 16.796 0.019 CfA3_4SH
2004aw R 53109.30315 17.188 0.024 CfA3_4SH
2004aw R 53112.27358 17.275 0.025 CfA3_4SH
2004aw R 53115.14865 17.353 0.026 CfA3_4SH
2004aw R 53118.35828 17.483 0.023 CfA3_4SH
2004aw R 53135.19041 17.896 0.038 CfA3_4SH
2004aw R 53135.19795 17.926 0.037 CfA3_4SH
2004aw R 53136.25674 17.998 0.060 CfA3_4SH
2004aw R 53136.25778 17.917 0.031 CfA3_4SH
2004aw R 53136.27095 17.941 0.035 CfA3_4SH
2004aw R 53140.21355 18.088 0.043 CfA3_4SH
2004aw R 53146.28122 18.094 0.040 CfA3_4SH
2004aw R 53176.22531 18.392 0.047 CfA3_4SH
2004aw I 53085.31984 16.768 0.029 CfA3_4SH
2004aw I 53086.23704 16.595 0.059 CfA3_4SH
2004aw I 53087.26756 16.654 0.023 CfA3_4SH
2004aw I 53092.44576 16.417 0.019 CfA3_4SH
2004aw I 53096.23236 16.333 0.022 CfA3_4SH
2004aw I 53109.30492 16.629 0.025 CfA3_4SH
2004aw I 53112.27535 16.696 0.032 CfA3_4SH
2004aw I 53118.36007 16.851 0.028 CfA3_4SH
2004aw I 53146.28299 17.462 0.039 CfA3_4SH
2004aw I 53176.22708 17.785 0.051 CfA3_4SH
2004fe B 53318.15853 17.585 0.028 CfA3_MINI
2004fe B 53320.30774 17.770 0.028 CfA3_MINI
2004fe B 53322.14949 18.001 0.030 CfA3_MINI
2004fe B 53326.12117 18.694 0.039 CfA3_MINI
2004fe V 53314.22530 17.280 0.044 CfA3_MINI
2004fe V 53315.09734 17.243 0.026 CfA3_MINI
2004fe V 53318.15264 17.092 0.022 CfA3_MINI
2004fe V 53322.14356 17.175 0.026 CfA3_MINI
2004fe V 53326.11535 17.501 0.028 CfA3_MINI
2004fe r' 53314.22235 17.237 0.032 CfA3_MINI
2004fe r' 53315.09407 17.225 0.033 CfA3_MINI
2004fe r' 53318.15508 17.078 0.024 CfA3_MINI
2004fe r' 53320.30433 16.992 0.045 CfA3_MINI
2004fe r' 53322.14604 17.026 0.047 CfA3_MINI
2004fe i' 53314.22373 17.400 0.034 CfA3_MINI
2004fe i' 53318.15678 17.164 0.028 CfA3_MINI
2004fe i' 53319.16221 17.092 0.030 CfA3_MINI
2004fe i' 53320.30601 17.106 0.033 CfA3_MINI
2004fe i' 53322.14773 17.096 0.032 CfA3_MINI
2004gk B 53338.53362 14.766 0.054 CfA3_MINI
2004gk B 53338.53935 14.771 0.053 CfA3_MINI
2004gk B 53348.53074 15.717 0.026 CfA3_MINI
2004gk B 53348.53981 15.680 0.023 CfA3_MINI
2004gk B 53349.52028 15.773 0.019 CfA3_MINI
2004gk B 53350.51435 15.829 0.024 CfA3_MINI
2004gk B 53350.53596 15.833 0.024 CfA3_MINI
2004gk B 53353.50381 16.029 0.021 CfA3_MINI
2004gk B 53358.54066 16.324 0.022 CfA3_MINI
2004gk B 53358.54712 16.209 0.020 CfA3_MINI
2004gk B 53376.44661 16.480 0.019 CfA3_MINI
2004gk B 53378.49573 16.496 0.023 CfA3_MINI
2004gk B 53379.50203 16.489 0.023 CfA3_MINI
2004gk B 53380.47591 16.499 0.021 CfA3_MINI
2004gk B 53383.49997 16.510 0.022 CfA3_MINI
2004gk B 53387.47931 16.536 0.027 CfA3_MINI
2004gk B 53438.44932 17.026 0.020 CfA3_MINI
2004gk B 53461.29078 17.288 0.021 CfA3_MINI
2004gk B 53474.42646 17.539 0.024 CfA3_MINI
2004gk B 53492.28831 17.840 0.024 CfA3_MINI
2004gk B 53500.34652 17.995 0.027 CfA3_MINI
2004gk B 53528.24836 18.551 0.027 CfA3_MINI
2004gk V 53338.53087 13.989 0.017 CfA3_MINI
2004gk V 53338.53671 13.967 0.019 CfA3_MINI
2004gk V 53348.52833 14.481 0.022 CfA3_MINI
2004gk V 53348.53749 14.497 0.022 CfA3_MINI
2004gk V 53349.51795 14.548 0.017 CfA3_MINI
2004gk V 53350.51205 14.605 0.022 CfA3_MINI
2004gk V 53350.53350 14.602 0.023 CfA3_MINI
2004gk V 53352.51970 14.688 0.027 CfA3_MINI
2004gk V 53353.50148 14.749 0.026 CfA3_MINI
2004gk V 53354.42448 14.799 0.022 CfA3_MINI
2004gk V 53357.47926 14.933 0.018 CfA3_MINI
2004gk V 53358.53951 14.979 0.014 CfA3_MINI
2004gk V 53358.54597 14.968 0.015 CfA3_MINI
2004gk V 53376.44341 15.312 0.019 CfA3_MINI
2004gk V 53378.49112 15.388 0.022 CfA3_MINI
2004gk V 53379.49762 15.424 0.023 CfA3_MINI
2004gk V 53380.48159 15.421 0.025 CfA3_MINI
2004gk V 53383.49541 15.445 0.023 CfA3_MINI
2004gk V 53387.47343 15.489 0.020 CfA3_MINI
2004gk V 53389.42726 15.466 0.013 CfA3_MINI
2004gk V 53410.31800 15.747 0.015 CfA3_MINI
2004gk V 53438.44344 16.148 0.019 CfA3_MINI
2004gk V 53459.32456 16.484 0.016 CfA3_MINI
2004gk V 53461.28487 16.539 0.018 CfA3_MINI
2004gk V 53474.42020 16.773 0.018 CfA3_MINI
2004gk V 53477.29862 16.899 0.021 CfA3_MINI
2004gk V 53492.27829 17.163 0.020 CfA3_MINI
2004gk V 53494.31463 17.207 0.020 CfA3_MINI
2004gk V 53497.31125 17.270 0.022 CfA3_MINI
2004gk V 53500.34050 17.330 0.020 CfA3_MINI
2004gk V 53528.24241 17.868 0.023 CfA3_MINI
2004gk r' 53338.53208 13.830 0.019 CfA3_MINI
2004gk r' 53338.53787 13.836 0.018 CfA3_MINI
2004gk r' 53348.52931 14.203 0.023 CfA3_MINI
2004gk r' 53349.51892 14.256 0.016 CfA3_MINI
2004gk r' 53350.51300 14.348 0.029 CfA3_MINI
2004gk r' 53352.52066 14.454 0.033 CfA3_MINI
2004gk r' 53353.50245 14.469 0.035 CfA3_MINI
2004gk r' 53354.42544 14.462 0.022 CfA3_MINI
2004gk r' 53357.47359 14.587 0.027 CfA3_MINI
2004gk r' 53357.48214 14.586 0.020 CfA3_MINI
2004gk r' 53358.53567 14.622 0.015 CfA3_MINI
2004gk r' 53358.54215 14.627 0.014 CfA3_MINI
2004gk r' 53376.44470 15.037 0.018 CfA3_MINI
2004gk r' 53378.49287 15.086 0.020 CfA3_MINI
2004gk r' 53379.49925 15.117 0.023 CfA3_MINI
2004gk r' 53380.47294 15.114 0.019 CfA3_MINI
2004gk r' 53383.49704 15.151 0.020 CfA3_MINI
2004gk r' 53389.42902 15.251 0.015 CfA3_MINI
2004gk r' 53410.32045 15.525 0.019 CfA3_MINI
2004gk r' 53438.44589 15.966 0.019 CfA3_MINI
2004gk r' 53459.32632 16.296 0.016 CfA3_MINI
2004gk r' 53461.28734 16.342 0.016 CfA3_MINI
2004gk r' 53469.33383 16.586 0.027 CfA3_MINI
2004gk r' 53472.38494 16.587 0.026 CfA3_MINI
2004gk r' 53473.36105 16.535 0.022 CfA3_MINI
2004gk r' 53474.41671 16.547 0.017 CfA3_MINI
2004gk r' 53476.29973 16.593 0.019 CfA3_MINI
2004gk r' 53477.29514 16.582 0.026 CfA3_MINI
2004gk r' 53479.19874 16.739 0.024 CfA3_MINI
2004gk r' 53487.26763 16.765 0.023 CfA3_MINI
2004gk r' 53492.27480 16.835 0.018 CfA3_MINI
2004gk r' 53494.31116 16.885 0.020 CfA3_MINI
2004gk r' 53497.30779 17.012 0.023 CfA3_MINI
2004gk r' 53500.34307 16.984 0.017 CfA3_MINI
2004gk r' 53523.19021 17.409 0.021 CfA3_MINI
2004gk r' 53528.24488 17.467 0.022 CfA3_MINI
2004gk r' 53546.17926 18.030 0.026 CfA3_MINI
2004gk i' 53338.53308 13.823 0.020 CfA3_MINI
2004gk i' 53338.53890 13.834 0.018 CfA3_MINI
2004gk i' 53348.53006 14.141 0.028 CfA3_MINI
2004gk i' 53348.53913 14.148 0.025 CfA3_MINI
2004gk i' 53349.51961 14.177 0.019 CfA3_MINI
2004gk i' 53350.51368 14.295 0.030 CfA3_MINI
2004gk i' 53352.52134 14.286 0.031 CfA3_MINI
2004gk i' 53353.50314 14.365 0.024 CfA3_MINI
2004gk i' 53354.42612 14.349 0.023 CfA3_MINI
2004gk i' 53357.47622 14.462 0.019 CfA3_MINI
2004gk i' 53357.48306 14.476 0.017 CfA3_MINI
2004gk i' 53358.53659 14.499 0.016 CfA3_MINI
2004gk i' 53376.44568 14.826 0.023 CfA3_MINI
2004gk i' 53378.49432 14.969 0.023 CfA3_MINI
2004gk i' 53379.50063 15.022 0.023 CfA3_MINI
2004gk i' 53380.47439 14.985 0.022 CfA3_MINI
2004gk i' 53383.49843 15.040 0.023 CfA3_MINI
2004gk i' 53387.47756 15.073 0.035 CfA3_MINI
2004gk i' 53410.32207 15.451 0.018 CfA3_MINI
2004gk i' 53438.44757 16.039 0.027 CfA3_MINI
2004gk i' 53459.32764 16.366 0.019 CfA3_MINI
2004gk i' 53473.36273 16.685 0.024 CfA3_MINI
2004gk i' 53474.41841 16.802 0.024 CfA3_MINI
2004gk i' 53476.30142 16.766 0.026 CfA3_MINI
2004gk i' 53477.29683 16.788 0.027 CfA3_MINI
2004gk i' 53479.20043 16.865 0.027 CfA3_MINI
2004gk i' 53480.25777 16.931 0.030 CfA3_MINI
2004gk i' 53487.25218 17.085 0.033 CfA3_MINI
2004gk i' 53487.26931 16.966 0.029 CfA3_MINI
2004gk i' 53492.27649 17.088 0.022 CfA3_MINI
2004gk i' 53494.31284 17.174 0.021 CfA3_MINI
2004gk i' 53497.30946 17.125 0.025 CfA3_MINI
2004gk i' 53500.34476 17.138 0.036 CfA3_MINI
2004gk i' 53516.22710 17.385 0.037 CfA3_MINI
2004gk i' 53523.19189 17.513 0.030 CfA3_MINI
2004gk i' 53528.24660 17.700 0.029 CfA3_MINI
2004gk i' 53546.18088 18.407 0.031 CfA3_MINI
2004gk J 53456.285 16.403 0.175 PAIRITEL
2004gk J 53461.328 16.279 0.250 PAIRITEL
2004gk J 53462.300 16.443 0.046 PAIRITEL
2004gk J 53463.237 16.442 0.175 PAIRITEL
2004gk J 53464.321 16.356 0.175 PAIRITEL
2004gk J 53465.230 16.669 0.083 PAIRITEL
2004gk J 53466.244 16.599 0.060 PAIRITEL
2004gk J 53467.435 16.478 0.053 PAIRITEL
2004gk J 53468.241 16.560 0.175 PAIRITEL
2004gk J 53469.210 16.583 0.045 PAIRITEL
2004gk J 53470.218 16.607 0.024 PAIRITEL
2004gk J 53471.213 16.940 0.250 PAIRITEL
2004gk J 53472.205 16.685 0.250 PAIRITEL
2004gk J 53473.192 16.817 0.250 PAIRITEL
2004gk J 53474.207 16.725 0.250 PAIRITEL
2004gk J 53480.204 16.957 0.175 PAIRITEL
2004gk J 53486.239 16.858 0.175 PAIRITEL
2004gk J 53487.219 16.921 0.044 PAIRITEL
2004gk J 53488.219 16.953 0.250 PAIRITEL
2004gk J 53490.224 17.100 0.122 PAIRITEL
2004gk J 53493.261 17.112 0.073 PAIRITEL
2004gk J 53494.220 17.199 0.175 PAIRITEL
2004gk J 53497.247 17.054 0.088 PAIRITEL
2004gk J 53498.222 17.200 0.080 PAIRITEL
2004gk J 53502.225 17.430 0.116 PAIRITEL
2004gk J 53506.124 17.370 0.096 PAIRITEL
2004gk J 53509.182 17.639 0.344 PAIRITEL
2004gk J 53510.187 17.533 0.039 PAIRITEL
2004gk J 53511.184 17.445 0.308 PAIRITEL
2004gk J 53513.160 17.389 0.179 PAIRITEL
2004gk J 53522.151 17.806 0.175 PAIRITEL
2004gk J 53526.142 17.508 0.175 PAIRITEL
2004gk H 53456.285 15.716 0.023 PAIRITEL
2004gk H 53462.300 15.864 0.175 PAIRITEL
2004gk H 53463.237 15.995 0.250 PAIRITEL
2004gk H 53464.321 15.960 0.175 PAIRITEL
2004gk H 53465.230 16.016 0.175 PAIRITEL
2004gk H 53466.244 16.174 0.175 PAIRITEL
2004gk H 53467.435 15.921 0.175 PAIRITEL
2004gk H 53468.241 15.994 0.250 PAIRITEL
2004gk H 53469.210 16.008 0.032 PAIRITEL
2004gk H 53470.218 16.136 0.250 PAIRITEL
2004gk H 53471.213 16.041 0.175 PAIRITEL
2004gk H 53472.205 16.061 0.250 PAIRITEL
2004gk H 53473.192 16.058 0.250 PAIRITEL
2004gk H 53474.207 16.142 0.075 PAIRITEL
2004gk H 53480.204 16.262 0.250 PAIRITEL
2004gk H 53486.239 16.093 0.093 PAIRITEL
2004gk H 53487.219 16.180 0.115 PAIRITEL
2004gk H 53488.219 16.309 0.063 PAIRITEL
2004gk H 53489.209 16.433 0.097 PAIRITEL
2004gk H 53490.224 16.529 0.142 PAIRITEL
2004gk H 53493.261 16.604 0.175 PAIRITEL
2004gk H 53494.220 16.515 0.175 PAIRITEL
2004gk H 53495.259 16.388 0.250 PAIRITEL
2004gk H 53497.247 16.374 0.175 PAIRITEL
2004gk H 53498.222 16.468 0.082 PAIRITEL
2004gk H 53502.225 16.742 0.250 PAIRITEL
2004gk H 53509.182 16.793 0.100 PAIRITEL
2004gk H 53510.187 16.534 0.175 PAIRITEL
2004gk H 53511.184 16.914 0.198 PAIRITEL
2004gk H 53513.160 16.880 0.272 PAIRITEL
2004gk H 53522.151 17.270 0.175 PAIRITEL
2004gk H 53526.142 17.021 0.175 PAIRITEL
2004gk Ks 53462.300 16.225 0.250 PAIRITEL
2004gk Ks 53464.321 16.235 0.250 PAIRITEL
2004gk Ks 53466.244 16.491 0.250 PAIRITEL
2004gk Ks 53467.435 16.161 0.250 PAIRITEL
2004gk Ks 53468.241 16.701 0.250 PAIRITEL
2004gk Ks 53469.210 16.710 0.250 PAIRITEL
2004gk Ks 53470.218 16.568 0.250 PAIRITEL
2004gk Ks 53471.213 16.453 0.250 PAIRITEL
2004gk Ks 53472.205 16.617 0.250 PAIRITEL
2004gk Ks 53480.204 16.765 0.250 PAIRITEL
2004gk Ks 53482.227 16.389 0.250 PAIRITEL
2004gk Ks 53486.239 16.746 0.250 PAIRITEL
2004gk Ks 53487.219 16.335 0.250 PAIRITEL
2004gk Ks 53488.219 16.778 0.250 PAIRITEL
